fecha,REGIMEN ADUANERO,REFRENDO,DAU,ITEM,RUC IMPORTADOR,IMPORTADOR,PAIS DE ORIGEN,PAIS DE PROCEDENCIA,CIUDAD EMBARQUE,VIA DE TRANSPORTE,ADUANA,PARTIDA ARANCELARIA,DESCRIPCION ARANCELARIA,DESCRIPCION PRODUCTO COMERCIAL,MARCA,ESTADO DE MERCANCIA,BULTOS,CANTIDAD,UNIDAD DE MEDIDA,ADVALOREM,US$ FOB,US$ FLETE,US$ SEGURO,US$ CIF,EMBARCADOR,EMPRESA DE TRANSPORTE,PAIS DE EMBARQUE,CONTENEDOR,AGENTE DE ADUANA,NAVE,NUMERO DE MANIFIESTO,CONOCIMIENTO EMBARQUE,DEPOSITO COMERCIAL,PESO NETO KG,TIPO AFORO,DIRECCIÓN CONSIGNATARIO,FECHA DE EMBARQUE,FECHA DE LLEGADA,FECHA INGRESO SISTEMA,FECHA PAGO,FACTURA,CARACTERISTICAS,PRODUCTO,MARCA COMERCIAL,AÑO FABRICACIÓN,MODELO MERCADERIA,US$ FOB UNIT,FECHA DE LIQUIDACIÓN,FECHA AFORO,INCOTERM,AGENCIA DE CARGA,CODIGO DE LIBERACION,CÓDIGO TNAN,NUMERO DE CARGA FINAL,FECHA DE SALIDA DE ALMACEN
05-10-2021,IMPORTACION A CONSUMO,028-2021-10-00871730,00005101,2,0990000689001,PINTURAS UNIDAS S.A.,CHINA,CHINA,SHANGHAI,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",SMALL MIXING LID,SIN MARCA,NUEVA,95,40,NUMERO DE UNIDADES,0,112,2375,14.31,2501.31,ZHENGZHOU SANHUI MACHINERY Y EQUIPMENT CO LTD,REMAR REPRESENTACIONES MARITIMAS DEL ECUADOR SA REMAR,CHINA,1,01903692-PRIETO VEGA LAURA MACLOVIA,SEASPAN BREEZE,CEC2021ONEU0106,HDMUSHAZ50208000,05907400-INARPI S.A.,1250.55,AFORO-AFORO AUTOMATICO,VIA A DAULE KM 16.5 AV. ROSAVIN SOLAR 3 Y COBRE,20210823,20211003,20211005,20211006,STN210723,SMALL MIXING LID,SMALL MIXING LID,SIN MARCA,0,SIN MODELO,2.8,20211005,20211005,CFR,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2021ONEU01067022,20211011
15-10-2021,IMPORTACION A CONSUMO,028-2021-10-00903911,00003404,2,0992758791001,KARASTE S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADOR ELECTRICO COMPLETO,DIVA,NUEVA,2340,2,NUMERO DE UNIDADES,0,1850.05,388.8,18.48,2257.33,CHA TAIZHOU JINHU MECHANICAL & ELECTRICAL CO LTD,GREENANDES ECUADOR S.A.,CHINA,2,01777779-JIMENEZ QUIROZ BORIS LENIN,WAN HAI 722,CEC2021WHLU5484,EGLV143162168969,05907400-INARPI S.A.,829.85,AFORO-AFORO AUTOMATICO,"RUC0992758791001AVENIDA LAS MONJAS 302 Y CALLETERCERA, URDESAGUAYAQUIL - ECUADOR**",20210912,20211023,20211015,20211018,JH210707CA02-GB,AEREADORES (INDUSTRIA CAMARONERA),PRODUCTO,DIVA,2021,YC-16P,925.02,20211015,20211015,FOB,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2021WHLU54844052,20211026
20-10-2021,IMPORTACION A CONSUMO,028-2021-10-00918575,00001254,2,0993069337001,TECNIFICACIONES ACUICOLAS PROQUALIA S A,CHINA,CHINA,SHANGHAI,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CAJA 2HP 460 V GEAR BOX 2HP,SM,NUEVA,4541,10,NUMERO DE UNIDADES,0,700,276.28,2.93,979.21,WELDING FOREIGN TRADING CO LTD,GREENANDES ECUADOR S.A.,CHINA,0,01000003-COMEXTGANDO S.A.,WAN HAI 622,CEC2021WHLU5486,RW2108137,05907400-INARPI S.A.,223.66,AFORO-AFORO AUTOMATICO,VIA PASAJE KM 5 AV 25 DE JUNIO,20210925,20211020,20211020,20211021,SP202108555657,CAJA 2HP 460 V GEAR BOX 2HP,CAJA 2HP 460 V GEAR BOX 2HP,SM,2021,SIN MODELO,70,20211020,20211020,FOB,COMEXTSEAPORT SOCIEDAD ANONIMA,-,0,CEC2021WHLU548640860012,20211022
28-10-2021,IMPORTACION A CONSUMO,028-2021-10-00944975,00064737,2,0991279997001,MINAS SAN ANTONIO S.A. MISANSA,NETHERLANDS,NETHERLANDS,ROTTERDAM,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",ALIMENTADOR VIBRATORIO HAZEMAG,HAZEMAG,NUEVA,3,1,NUMERO DE UNIDADES,0,18866.37,2145.17,22.52,21034.06,L. KOREMAN ZN HANDEL SONDERNEMING BV,CMA-CGM ECUADOR S.A.,NETHERLANDS,1,01902441-TORRES & TORRES AGENTES DE ADUANAS TTADAD C.A.,DIMITRIS C,CEC2021CMAU0132,ANR210001251,05907400-INARPI S.A.,4320,AFORO-AFORO AUTOMATICO,KM 13 LA COSTA,20210930,20211028,20211028,20211028,202131080,VIBRATING CHUTE HAZEMAG OVERHAULED IN 2020 DIM LENGTH 3800 MM WIDTH 12,PRODUCTO TERMINADO,HAZEMAG,0,CHUTE,18866.37,20211028,20211028,EXW,PROVEXCAR CIA. LTDA.,-,0,CEC2021CMAU013200170001,18991230
05-10-2021,IMPORTACION A CONSUMO,028-2021-10-00871730,00005101,3,0990000689001,PINTURAS UNIDAS S.A.,CHINA,CHINA,SHANGHAI,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",SMALL MIXING LID,SIN MARCA,NUEVA,95,600,NUMERO DE UNIDADES,0,1680,2375,14.31,4069.31,ZHENGZHOU SANHUI MACHINERY Y EQUIPMENT CO LTD,REMAR REPRESENTACIONES MARITIMAS DEL ECUADOR SA REMAR,CHINA,1,01903692-PRIETO VEGA LAURA MACLOVIA,SEASPAN BREEZE,CEC2021ONEU0106,HDMUSHAZ50208000,05907400-INARPI S.A.,1250.55,AFORO-AFORO AUTOMATICO,VIA A DAULE KM 16.5 AV. ROSAVIN SOLAR 3 Y COBRE,20210823,20211003,20211005,20211006,STN210723,SMALL MIXING LID,SMALL MIXING LID,SIN MARCA,0,SIN MODELO,2.8,20211005,20211005,CFR,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2021ONEU01067022,20211011
12-10-2021,IMPORTACION A CONSUMO,028-2021-10-00891023,00001127,3,0990650381001,LABORATORIOS ASOCIADOS ZUMBA S.A.,TAIWAN,TAIWAN,KAOHSIUNG,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MEZCLADOR DE TUBO,GEMMY,NUEVA,2,15,NUMERO DE UNIDADES,0,2076.04,124.19,8.8,2209.03,GEMMY INDUSTRIAL CORP,GREENANDES ECUADOR S.A.,TAIWAN,1,01900812-MIRANDA CHIQUITO EFREN EMILIO,KOTA CEPAT,CEC2021PCIU0013,KEEGYW28421K02,05907400-INARPI S.A.,77.15,AFORO-AFORO AUTOMATICO,LUIS URDANETA 1602 Y JOSE MASCOTE,20210828,20211005,20211012,20211012,GM-20210701-3,MEZCLADOR DE TUBO,MEZCLADOR DE TUBO,GEMMY,0,VRN-360,138.4,20211012,20211012,EXW,SACO SHIPPING S.A.,-,0,CEC2021PCIU001340070301,20211013
15-10-2021,IMPORTACION A CONSUMO,028-2021-10-00903911,00003404,3,0992758791001,KARASTE S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADOR ELECTRICO COMPLETO,DIVA,NUEVA,2340,1,NUMERO DE UNIDADES,0,925.03,194.39,9.24,1128.66,CHA TAIZHOU JINHU MECHANICAL & ELECTRICAL CO LTD,GREENANDES ECUADOR S.A.,CHINA,2,01777779-JIMENEZ QUIROZ BORIS LENIN,WAN HAI 722,CEC2021WHLU5484,EGLV143162168969,05907400-INARPI S.A.,414.93,AFORO-AFORO AUTOMATICO,"RUC0992758791001AVENIDA LAS MONJAS 302 Y CALLETERCERA, URDESAGUAYAQUIL - ECUADOR**",20210912,20211023,20211015,20211018,JH210707CA02-GB,AEREADORES (INDUSTRIA CAMARONERA),PRODUCTO,DIVA,2021,YC-16P,925.03,20211015,20211015,FOB,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2021WHLU54844052,20211026
28-10-2021,IMPORTACION A CONSUMO,028-2021-10-00944975,00064737,3,0991279997001,MINAS SAN ANTONIO S.A. MISANSA,NETHERLANDS,NETHERLANDS,ROTTERDAM,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CRIBA FRAMBS Y FREUDENBERG,FRAMBS&FREUD ENBERG,NUEVA,3,1,NUMERO DE UNIDADES,0,23462.02,2240.52,28,25730.54,L. KOREMAN ZN HANDEL SONDERNEMING BV,CMA-CGM ECUADOR S.A.,NETHERLANDS,1,01902441-TORRES & TORRES AGENTES DE ADUANAS TTADAD C.A.,DIMITRIS C,CEC2021CMAU0132,ANR210001251,05907400-INARPI S.A.,4512,AFORO-AFORO AUTOMATICO,KM 13 LA COSTA,20210930,20211028,20211028,20211028,202131080,SCREENING MACHINE FRAMBS Y FREUDENBERG TYPE EUROCLASS 15 46 2,PRODUCTO TERMINADO,FRAMBS&FREUD ENBERG,0,EUROCLASS,23462.02,20211028,20211028,EXW,PROVEXCAR CIA. LTDA.,-,0,CEC2021CMAU013200170001,18991230
05-10-2021,IMPORTACION A CONSUMO,028-2021-10-00871730,00005101,4,0990000689001,PINTURAS UNIDAS S.A.,CHINA,CHINA,SHANGHAI,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",SMALL MIXING LID,SIN MARCA,NUEVA,95,300,NUMERO DE UNIDADES,0,1290,2375,14.31,3679.31,ZHENGZHOU SANHUI MACHINERY Y EQUIPMENT CO LTD,REMAR REPRESENTACIONES MARITIMAS DEL ECUADOR SA REMAR,CHINA,1,01903692-PRIETO VEGA LAURA MACLOVIA,SEASPAN BREEZE,CEC2021ONEU0106,HDMUSHAZ50208000,05907400-INARPI S.A.,1250.55,AFORO-AFORO AUTOMATICO,VIA A DAULE KM 16.5 AV. ROSAVIN SOLAR 3 Y COBRE,20210823,20211003,20211005,20211006,STN210723,SMALL MIXING LID,SMALL MIXING LID,SIN MARCA,0,SIN MODELO,4.3,20211005,20211005,CFR,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2021ONEU01067022,20211011
11-10-2021,IMPORTACION A CONSUMO,028-2021-10-00888279,00005402,5,1.79016E+12,JABONERIA WILSON S.A.,ITALY,ITALY,VADO LIGURE,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",DETERGENT POWDER ROTATING MIXER,DESMET BALLESTRA,NUEVA,5,1,NUMERO DE UNIDADES,0,111655.11,27569.99,267.12,139492.22,LOGISTICS SHIPPING SPECIALIST DESMET BALLESTRA S.P.A.,HAMBURG SÜD ECUADOR S.A.,ITALY,0,01900011-LOPEZ MENA SERVICIOS ADUANEROS INTEGRALES CIA. LTDA,LUNA MAERSK,CEC2021MAEU0456,VDL/GYE/00089A,05909025-CONTECON GUAYAQUIL S.A.,5899.73,AFORO-AFORO AUTOMATICO,NACIONES UNIDAS E10-44 Y AV. REPUBLICA DE EL SALVADOR,20210821,20211008,20211011,20211012,SLS-210000514A,DETERGENT POWDER ROTATING MIXER,DETERGENT POWDER ROTATING MIXER,DESMET BALLESTRA,2021,2H66.65.MX.1A,111655.11,20211011,20211011,FOB,ECU - WORLDWIDE - (ECUADOR) S.A.,-,0,CEC2021MAEU045655310001,20211013
01-10-2021,IMPORTACION A CONSUMO,028-2021-10-00862023,00001123,5,1.00271E+12,REVELO MALDONADO LAURA CRISTINA,CHINA,CHINA,HONG KONG,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AMASADORA,YOUBAKE,NUEVA,7,1,NUMERO DE UNIDADES,0,1093.13,106.87,0,1200,GUANGZHOU YOUBAKE KITCHEN EQUIPMENT CO LTD,AGENCIA MARITIMA GLOBAL MARGLOBAL SA,HONG KONG,0,01900860-BURBANO YEPEZ PAOLA LORENA,RDO ENDEAVOUR,CEC2021WHLU5482,LGZGYQ2173064,05907400-INARPI S.A.,174.76,AFORO-AFORO FISICO INTRUSIVO,IGNACIO ASIN Y VICENTE HEREDIA,20210827,20210928,20211001,20211004,YKCRBL21080501,S/C,MAQUINARIA PARA PASTELERIA,YOUBAKE,0,YKP-50L,1093.13,20211001,20211005,CIF,MARITIME SERVICES LINE DEL ECUADOR MSL DEL ECUADOR S.A.,-,0,CEC2021WHLU548200100007,20211006
25-10-2021,IMPORTACION A CONSUMO,028-2021-10-00933004,00005028,6,0990018685001,CONAUTO C.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AIREADOR,WALKER,NUEVA,2404,2,NUMERO DE UNIDADES,0,6,2.14,0.01,8.15,ANNEX ASIA LIMITED,BROOM-ECUADOR S.A.,CHINA,0,01904571-VALERO & VALERO SERVICIOS LOGISTICOS S.A.,WAN HAI 622,CEC2021WHLU5486,TMSE1615746,05907400-INARPI S.A.,1.74,AFORO-AFORO AUTOMATICO,AV JUAN TANCA MARENGO SN Y AV JOSE SANTIAGO CASTILLO GUAYAQUIL - ECUADOR,20210920,20211020,20211025,20211026,INV-00802,INDUSTRIALES,INDUSTRIALES,WALKER,2021,AIREADOR,3,20211025,20211025,FOB,CRAFT ECUADOR MULTIMODAL CRAFTECMUL S.A.,-,0,CEC2021WHLU548620570101,20211028
20-10-2021,IMPORTACION A CONSUMO,028-2021-10-00918575,00001254,6,0993069337001,TECNIFICACIONES ACUICOLAS PROQUALIA S A,CHINA,CHINA,SHANGHAI,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AIREADOR TURBINA 2 JP 440V SUBMERSIBLE AERATOR,SM,NUEVA,4541,2,NUMERO DE UNIDADES,0,420.22,165.86,1.76,587.84,WELDING FOREIGN TRADING CO LTD,GREENANDES ECUADOR S.A.,CHINA,0,01000003-COMEXTGANDO S.A.,WAN HAI 622,CEC2021WHLU5486,RW2108137,05907400-INARPI S.A.,134.27,AFORO-AFORO AUTOMATICO,VIA PASAJE KM 5 AV 25 DE JUNIO,20210925,20211020,20211020,20211021,SP202108555657,AIREADOR TURBINA 2 JP 440V SUBMERSIBLE AERATOR,AIREADOR TURBINA 2 JP 440V SUBMERSIBLE AERATOR,SM,2021,SIN MODELO,210.11,20211020,20211020,FOB,COMEXTSEAPORT SOCIEDAD ANONIMA,-,0,CEC2021WHLU548640860012,20211022
20-10-2021,IMPORTACION A CONSUMO,028-2021-10-00918575,00001254,7,0993069337001,TECNIFICACIONES ACUICOLAS PROQUALIA S A,CHINA,CHINA,SHANGHAI,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERATOR 4 PADDLE SINGLE PHASE,SM,NUEVA,4541,6,NUMERO DE UNIDADES,0,1935,763.73,8.1,2706.83,WELDING FOREIGN TRADING CO LTD,GREENANDES ECUADOR S.A.,CHINA,0,01000003-COMEXTGANDO S.A.,WAN HAI 622,CEC2021WHLU5486,RW2108137,05907400-INARPI S.A.,618.26,AFORO-AFORO AUTOMATICO,VIA PASAJE KM 5 AV 25 DE JUNIO,20210925,20211020,20211020,20211021,SP202108555657,AERATOR 4 PADDLE SINGLE PHASE,AERATOR 4 PADDLE SINGLE PHASE,SM,2021,SIN MODELO,322.5,20211020,20211020,FOB,COMEXTSEAPORT SOCIEDAD ANONIMA,-,0,CEC2021WHLU548640860012,20211022
11-10-2021,IMPORTACION A CONSUMO,028-2021-10-00888832,00002036,9,0992792906001,LABSUPPLY CIA. LTDA.,CHINA,CHINA,SHANGHAI,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AGITADOR MAGNETICO,YINZHOU,NUEVA,160,10,NUMERO DE UNIDADES,0,1006,228.63,10.06,1244.69,NINGBO YINZHOU JOAN LAB EQUIPMENT COLTD,AGENCIA DEL PACIFICO DELPAC S.A.,CHINA,1,01777796-MONTALVO PAZMIÑO GABRIELA CRISTINA,KOTA CEPAT,CEC2021PCIU0013,KYGYLH2100448,05907400-INARPI S.A.,122.72,AFORO-AFORO AUTOMATICO,URDESA CENTRAL AV LAS MONJAS N129 ENTRE VEESTRADA Y ACACIAS PISO 1 OFICINA 3A,20210909,20211005,20211011,20211012,21JN442,MAGNET STIRRER,CENTRIFUGE TUBE,YINZHOU,2021,19*19cm,100.6,20211011,20211011,FOB,PLUSCARGO-ECUADOR S. A.,-,0,CEC2021PCIU001310270013,20211018
20-10-2021,IMPORTACION A CONSUMO,028-2021-10-00918575,00001254,10,0993069337001,TECNIFICACIONES ACUICOLAS PROQUALIA S A,CHINA,CHINA,SHANGHAI,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERATOR 16 PADDLE,SM,NUEVA,4541,45,NUMERO DE UNIDADES,0,32186.25,12703.61,134.67,45024.53,WELDING FOREIGN TRADING CO LTD,GREENANDES ECUADOR S.A.,CHINA,0,01000003-COMEXTGANDO S.A.,WAN HAI 622,CEC2021WHLU5486,RW2108137,05907400-INARPI S.A.,10283.92,AFORO-AFORO AUTOMATICO,VIA PASAJE KM 5 AV 25 DE JUNIO,20210925,20211020,20211020,20211021,SP202108555657,AERATOR 16 PADDLE,AERATOR 16 PADDLE,SM,2021,SIN MODELO,715.25,20211020,20211020,FOB,COMEXTSEAPORT SOCIEDAD ANONIMA,-,0,CEC2021WHLU548640860012,20211022
21-10-2021,IMPORTACION A CONSUMO,028-2021-10-00921439,00002166,12,1.79276E+12,LUMINUZCORP ECUADOR CIA LTDA,CHINA,CHINA,QINGDAO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",VORTEX,WINCOM,NUEVA,2232,2,NUMERO DE UNIDADES,0,31,30.59,0.31,61.9,SHAN DONG BUNKER COMMODITY,BROOM-ECUADOR S.A.,CHINA,0,01777796-MONTALVO PAZMIÑO GABRIELA CRISTINA,WAN HAI 622,CEC2021WHLU5486,QINS00080213,05907400-INARPI S.A.,23.71,AFORO-AFORO AUTOMATICO,QUITO / COMITE DEL PUEBLO / DE LOS ARUPOS E7188 N68 Y CALLE 9,20210910,20211020,20211021,20211022,21WIN-S93NILO,VORTEX MIXER,MANGAS,WINCOM,2021,VM-C,15.5,20211021,20211021,FOB,BLUE CARGO ECUADOR S.A. BLUCARSA,-,0,CEC2021WHLU548621540001,20211023
20-10-2021,IMPORTACION A CONSUMO,028-2021-10-00918575,00001254,11,0993069337001,TECNIFICACIONES ACUICOLAS PROQUALIA S A,CHINA,CHINA,SHANGHAI,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERATOR 16 PADDLE,SM,NUEVA,4541,45,NUMERO DE UNIDADES,0,32186.25,12703.61,134.67,45024.53,WELDING FOREIGN TRADING CO LTD,GREENANDES ECUADOR S.A.,CHINA,0,01000003-COMEXTGANDO S.A.,WAN HAI 622,CEC2021WHLU5486,RW2108137,05907400-INARPI S.A.,10283.92,AFORO-AFORO AUTOMATICO,VIA PASAJE KM 5 AV 25 DE JUNIO,20210925,20211020,20211020,20211021,SP202108555657,AERATOR 16 PADDLE,AERATOR 16 PADDLE,SM,2021,SIN MODELO,715.25,20211020,20211020,FOB,COMEXTSEAPORT SOCIEDAD ANONIMA,-,0,CEC2021WHLU548640860012,20211022
18-10-2021,IMPORTACION A CONSUMO,028-2021-10-00909845,00001606,13,1.89172E+12,COMERCIAL MAYA COMPAÑIA LIMITADA,CHINA,BRAZIL,SANTOS,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MISTURADOR ELETRICO PARA ARGAMASSA HM-180 (127V),CORTAG,NUEVA,40,48,NUMERO DE UNIDADES,0,5382.72,825.68,53.83,6262.23,CORTAG INDUSTRIA E COMERCIO LTDA,HAPAG-LLOYD ECUADOR S.A.,BRAZIL,0,01902378-JARRIN PLUAS CARLOS MANUEL,MARIANETTA,CEC2021HLCU0359,CME009978,05907400-INARPI S.A.,358.08,AFORO-AFORO AUTOMATICO,TUNGURAHUA AMBATO HUACHI CHICO AV. ATAHUALPA SN Y PILLAHUAZO,20210929,20211019,20211018,20211019,EXECU 135-21-REV01,MISTURADOR ELETRICO PARA ARGAMASSA HM-180 (127V),MISTURADOR ELETRICO PARA ARGAMASSA HM-180 (127V),CORTAG,2021,61404,112.14,20211018,20211018,FOB,FARLETZA S.A.,-,0,CEC2021HLCU035990730002,20211020
21-10-2021,IMPORTACION A CONSUMO,028-2021-10-00923400,00000902,14,0992640294001,RIESSEL S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,,PICADOR,SIN MARCA,NUEVA,632,400,NUMERO DE UNIDADES,0,236,197.1,2.36,435.46,DHE INDUSTRY CO LIMITED,AGENCIA MARITIMA GLOBAL MARGLOBAL SA,CHINA,1,01903944-RODRIGUEZ PEREA DANIEL VICENTE,WAN HAI 622,CEC2021WHLU5486,031B571153,05907400-INARPI S.A.,237.83,AFORO-AFORO FISICO INTRUSIVO,AV. OLMEDO 521 Y NOGUCHI,20210920,20211020,20211021,20211025,WHSU523240,ARTICULOS VARIOS,ARTICULOS VARIOS,SIN MARCA,2021,SIN MODELO,0.59,20211021,18991230,CFR,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2021WHLU54860070,18991230
21-10-2021,IMPORTACION A CONSUMO,028-2021-10-00923400,00000902,15,0992640294001,RIESSEL S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,,PICADOR,SIN MARCA,NUEVA,632,120,NUMERO DE UNIDADES,0,50.4,42.1,0.5,93,DHE INDUSTRY CO LIMITED,AGENCIA MARITIMA GLOBAL MARGLOBAL SA,CHINA,1,01903944-RODRIGUEZ PEREA DANIEL VICENTE,WAN HAI 622,CEC2021WHLU5486,031B571153,05907400-INARPI S.A.,50.79,AFORO-AFORO FISICO INTRUSIVO,AV. OLMEDO 521 Y NOGUCHI,20210920,20211020,20211021,20211025,WHSU523240,ARTICULOS VARIOS,ARTICULOS VARIOS,SIN MARCA,2021,SIN MODELO,0.42,20211021,18991230,CFR,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2021WHLU54860070,18991230
19-10-2021,IMPORTACION A CONSUMO,028-2021-10-00911581,00062174,47,0993048801001,CHOCOLATES ATELIER CHOCOLATIER S.A.,UNITED STATES,UNITED STATES,BROOKLYN,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AGITADOR MAGNETICO,SIN MARCA,NUEVA,467,1,NUMERO DE UNIDADES,0,290,9.81,2.9,302.71,FINE COCOA PRODUCTS CORP.,CITIKOLD S.A.,UNITED STATES,1,01902441-TORRES & TORRES AGENTES DE ADUANAS TTADAD C.A.,HANSA HORNEBURG,CEC2021SMLU0128,SMLU6761077A002,05909025-CONTECON GUAYAQUIL S.A.,21.17,AFORO-AFORO AUTOMATICO,DURAN TAMBO KM 4.5,20210922,20211009,20211019,20211020,EC003,ONILAB 280 GRADOS CENTIGRADOS 5 INCH LED DIGITAL HOTPLATE MAGNETIC STI,PRODUCTO TERMINADO,SIN MARCA,0,SIN MODELO,290,20211019,20211019,FOB,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2021SMLU01280085,20211021
27-10-2021,IMPORTACION A CONSUMO,028-2021-10-00942558,00002338,52,1.79181E+12,CNPC CHUANQING DRILLING ENGINEERING COMPANY LIMITED,CHINA,CHINA,TIANJINXINGANG,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",Licuadora de fluido,SMC,NUEVA,72,1,NUMERO DE UNIDADES,0,1699.73,113.63,2.26,1815.62,CNPC CHUANQING DRILLING,CMA-CGM ECUADOR S.A.,CHINA,1,01902792-MATUTE SILVIA GUILLERMINA,CMA CGM ALASKA,CEC2021CMAU0133,TSHT014817,05907400-INARPI S.A.,151.95,AFORO-AFORO AUTOMATICO,ENGINEERING COMPANY LIMITED,20210902,20211021,20211027,20211028,CQ2021009J,WNJ15,Licuadora de fluido,SMC,2021,WNJ15,1699.73,20211027,20211027,CPT,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2021CMAU01330122,20211030
27-10-2021,IMPORTACION A CONSUMO,028-2021-10-00942558,00002338,53,1.79181E+12,CNPC CHUANQING DRILLING ENGINEERING COMPANY LIMITED,CHINA,CHINA,TIANJINXINGANG,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",Licuadora de fluido,SMC,NUEVA,72,2,NUMERO DE UNIDADES,0,2781.38,185.93,3.7,2971.01,CNPC CHUANQING DRILLING,CMA-CGM ECUADOR S.A.,CHINA,1,01902792-MATUTE SILVIA GUILLERMINA,CMA CGM ALASKA,CEC2021CMAU0133,TSHT014817,05907400-INARPI S.A.,248.65,AFORO-AFORO AUTOMATICO,ENGINEERING COMPANY LIMITED,20210902,20211021,20211027,20211028,CQ2021009J,WNJ15,Licuadora de fluido,SMC,2021,WNJ15,1390.69,20211027,20211027,CPT,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2021CMAU01330122,20211030
