fecha,REGIMEN ADUANERO,REFRENDO,DAU,ITEM,RUC IMPORTADOR,IMPORTADOR,PAÍS DE ORIGEN,PAIS DE PROCEDENCIA,CIUDAD EMBARQUE,VIA DE TRANSPORTE,ADUANA,PARTIDA ARANCELARIA,DESCRIPCIÓN ARANCELARIA,DESCRIPCION PRODUCTO COMERCIAL,MARCA,ESTADO DE MERCANCIA,BULTOS,CANTIDAD,UNIDAD DE MEDIDA,ADVALOREM,US$ FOB,US$ FLETE,US$ SEGURO,US$ CIF,EMBARCADOR,EMPRESA DE TRANSPORTE,PAÍS DE EMBARQUE,CONTENEDOR,AGENTE DE ADUANA,NAVE,NUMERO DE MANIFIESTO,CONOCIMIENTO EMBARQUE,DEPOSITO COMERCIAL,PESO NETO KG,TIPO AFORO,DIRECCIÓN CONSIGNATARIO,FECHA DE EMBARQUE,FECHA DE LLEGADA,FECHA INGRESO SISTEMA,FECHA PAGO,FACTURA,CARACTERISTICAS,PRODUCTO,MARCA COMERCIAL,AÑO FABRICACIÓN,MODELO MERCADERIA,US$ FOB UNIT,FECHA DE LIQUIDACIÓN,FECHA AFORO,INCOTERM,AGENCIA DE CARGA,CODIGO DE LIBERACION,CÓDIGO TNAN,NUMERO DE CARGA FINAL,FECHA SALIDA,TOTAL AJUSTES,TOTAL OTROS AJUSTES
31-05-2023,IMPORTACION A CONSUMO,028-2023-10-00821143,00001390,3,1.79044E+12,ESFEL S.A.,SPAIN,SPAIN,VALENCIA,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AGITADOR MAGNETICO,SM,NUEVA,3,1,NUMERO DE UNIDADES,0,855.15,11.53,2.01,868.69,"LABOTRONIC, S.L.",AGENCIA MARITIMA GLOBAL MARGLOBAL SA,SPAIN,0,01903539-PEÑAFIEL GOMEZ EDGAR RICARDO,NEOKASTRO,CEC2023CMAU0117,230101310/0111,05907400-INARPI S.A.,26.31,AFORO-AFORO AUTOMATICO,"CARRETERA VIA A CHIQUINTAD, KM 8.5 CUENCA",20230502,20230525,20230531,20230531,23-000261,PARA USO EN LABORATORIO Y TECNICOS,AGITADOR MAGNETICO,SM,2023,025005927,855.15,20230531,20230531,EXW,MARITIME SERVICES LINE DEL ECUADOR MSL DEL ECUADOR S.A.,,0,CEC2023CMAU011770090010,20230531,,0
31-05-2023,IMPORTACION A CONSUMO,028-2023-10-00821214,00001522,1,1.79318E+12,DRMULLER S.A.S.,CHINA,CHINA,SHANGHAI,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MESCLADOR DE PALETAS,TOPS GROUP,NUEVA,1,1,NUMERO DE UNIDADES,0,7184,150,71.84,7405.84,SHANGHAI TOPS GROUP CO. LTD.,AGENCIA MARITIMA GLOBAL MARGLOBAL SA,CHINA,0,01777872-LOZANOASESORES CIA.LTDA.,WAN HAI 622,CEC2023WHLU5594,HHSE3035967,05907400-INARPI S.A.,558,AFORO-AFORO AUTOMATICO,DE LAS AVESTRUCES S/N Y E35 PIFO / INGA,20230423,20230528,20230531,20230531,TP23-302301M,PADDLE MIXER,PADDLE MIXER,TOPS GROUP,2023,SIN MODELO,7184,20230531,20230531,FOB,KAB LOGISTIC S.A.,,0,CEC2023WHLU559401510010,20230531,,0
31-05-2023,IMPORTACION A CONSUMO,055-2023-10-00821438,00000323,19,1.71631E+12,FONSECA FERNANDEZ VIVIANA ELIZABETH,GERMANY,GERMANY,DUSSELDORF,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar","Knife Mill GRINDOMIX GM 300 220-230 V 50/60 Hz incl. 5 l plastic container with cover, knife of stainless steel and scraper",RETSCH,NUEVA,2,1,NUMERO DE UNIDADES,0,5397.3,107.14,53.97,5451.27,RETSCH GMBH,AIR CANADA,GERMANY,0,01900016-ANTONIO SALGUERO O & EDUARDO SALGUERO O SERVICIOS ADUANEROS CIA. LTDA,CGHLV,CEC2023AC000062,001466598512,,1.44,AFORO-AFORO AUTOMATICO,AV MORAN VALVERDE Y AV MALDONADO,20230526,20230526,20230531,20230531,AR-4200006759,PARTES Y ACCESORIOS DE EQUIPOS,"Knife Mill GRINDOMIX GM 300 220-230 V 50/60 Hz incl. 5 l plastic container with cover, knife of stainless steel and scraper",RETSCH,2023,202520001,5397.3,20230531,20230531,CPT,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2023AC0000620008,20230601,,24.48
31-05-2023,IMPORTACION A CONSUMO,082-2023-10-00824055,00001580,1,1.99001E+12,SULTANA DEL CONDOR MINERA S.A. SULCOMI,PERU,PERU,,CARRETERA,HUAQUILLAS,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",ZARANDA VIBRATORIA 3X6,WEG,NUEVA,8,1,NUMERO DE UNIDADES,0,14836.92,800,160.18,15797.11,MOSERVIN ACEROS ESPECIALES S.A.C.,TRANSPORTES COORDIFRONTERAS CIA. LTDA.,,0,01904943-VISCARRA ESPINOZA FERNANDO RAMIRO,,CEC202362250162,PE0000162,05901587-OPERADORA Y CONSOLIDADORA INTERNACIONAL DE CARGA ECUACARGAS S.A.,868.8,AFORO-AFORO AUTOMATICO,SAN CARLOS DE LAS MINAS ZAMORA CHINCHIPE,,20230531,20230531,,E001-23,CUERPO CENTRAL BASTIDOR EN AC ESTRUCTURAL CON MECANISMO VIBRATORIO/ MOTOR DE 10 HP,ZARANDA,WEG,2023,A-36,14836.92,20230531,20230531,EXW,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2023622501620162,,,0
03-05-2023,IMPORTACION COURIER,019-2023-91-00649515,,1,0190050033001,PLASTICOS RIVAL CIA LTDA,UNITED STATES,SPAIN,PANAMA CITY,AEREA,GUAYAQUIL AEREO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",3 ABRIGO 4 TOP 3 TERNO 4 BUZOS,,NUEVA,0,1,NUMERO DE UNIDADES,0,120,5.44,1.2,126.64,0,AERO EXPRESS DEL ECUADOR TRANSAM C. LTDA.,PANAMA,0,08904655-DHL EXPRESS ECUADOR S.A.,HP1810,CEC20237T001121,,,3.63,AFORO-AFORO AUTOMATICO,AV. DE LAS AMERICAS S/N Y EUGENIO ALMAZAN,20230429,20230429,20230503,20230505,,,,,0,,120,20230503,20230503,,DHL EXPRESS ECUADOR S.A.,,0,,20230501,,
06-05-2023,IMPORTACION COURIER,055-2023-91-00670623,,1,1713443479001,FLORES FLOR FRANCISCO JAVIER,UNITED STATES,UNITED STATES OF AMERICA,MIAMI,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar","3 VITAMINAS, 3 PANTALONES, 1 BLUSA, 2 SPLASH, 1 CREMA",,NUEVA,2,1,NUMERO DE UNIDADES,0,100,5.44,1,106.44,"BEIJING HONGYUAN TRADING CO.,LTD-FEDEX EXPRESS",TAMPA CARGO S.A.,UNITED STATES,0,08901062-ENTREGAS ESPECIALES ESPENTREGAS S.A.,N335QT,CEC2023QT000159,EC0030432052,,3.63,AFORO-AFORO AUTOMATICO,AV ELOY ALFARO SN ENTRES PSJ JUNCOS,20230422,20230422,20230506,20230507,,,,,0,,100,20230506,20230506,,ENTREGAS ESPECIALES ESPENTREGAS S.A.,,0,CEC2023QT00015700070094,20230424,,
08-05-2023,IMPORTACION COURIER,055-2023-91-00678347,,1,1793084656001,OPTIMIZACION E INGENIERIA EMPRESARIAL E INDUSTRIAL BEPRIME CIA.LTDA.,UNITED STATES,UNITED STATES OF AMERICA,MIAMI,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",6 PARES DE ZAPATOS 2 MEDIAS,,NUEVA,1,1,NUMERO DE UNIDADES,0,80,5.44,0.8,86.24,SHAOXING HONGYING TRADE CO LTD-FEDEX EXPRESS,TAMPA CARGO S.A.,UNITED STATES,0,08901062-ENTREGAS ESPECIALES ESPENTREGAS S.A.,N332QT,CEC2023QT000183,6.04408E+11,,3.63,AFORO-AFORO AUTOMATICO,AV ELOY ALFARO SN ENTRES PSJ JUNCOS,20230505,20230505,20230508,20230508,,,,,0,,80,20230508,20230508,,ENTREGAS ESPECIALES ESPENTREGAS S.A.,,0,CEC2023QT00018300430149,20230507,,
18-05-2023,IMPORTACION COURIER,055-2023-91-00736239,,1,1790642992001,CORPOMEDICA CIA. LTDA.,UNITED STATES,GERMANY,MIAMI,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",1 SACO 1 FUNDA DE CARAMELOS 2 PANTALONES 1 BUSO 1 BLUSA 1 FRASCO DE ASPIRINA 3 VITAMINAS 1 CASACA DE NINO,,NUEVA,0,1,NUMERO DE UNIDADES,0,100,5.44,1,106.44,0,DHL AERO EXPRESO SA,UNITED STATES,0,08777782-DHL EXPRESS ECUADOR S.A.,N371CM,CEC2023D5020096,,,3.63,AFORO-AFORO AUTOMATICO,AV ELOY ALFARO Y DE LOS JUNCOS,20230515,20230516,20230518,20230518,,,,,0,,100,20230518,20230518,,DHL EXPRESS ECUADOR S.A.,,0,,20230516,,
22-05-2023,IMPORTACION COURIER,055-2023-91-00771165,,1,1791840712001,AURELIAN ECUADOR S.A.,UNITED STATES,UNITED STATES OF AMERICA,MIAMI,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",2 BUSOS 2 CAMISETAS 3 PARES DE TENNIS,,NUEVA,1,1,NUMERO DE UNIDADES,0,100,5.44,1,106.44,MINTEK-FEDEX EXPRESS,TAMPA CARGO S.A.,UNITED STATES,0,08901062-ENTREGAS ESPECIALES ESPENTREGAS S.A.,N335QT,CEC2023QT000204,7.72124E+11,,3.63,AFORO-AFORO AUTOMATICO,AV ELOY ALFARO SN ENTRES PSJ JUNCOS,20230523,20230523,20230522,20230524,,,,,0,,100,20230523,,,ENTREGAS ESPECIALES ESPENTREGAS S.A.,,0,CEC2023QT00020400130199,20230524,,
24-05-2023,IMPORTACION COURIER,019-2023-91-00772546,,3,0991229051001,TROVICA S.A.,UNITED STATES,UNITED STATES OF AMERICA,MIAMI,AEREA,GUAYAQUIL AEREO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",3 LAMPARAS DE PERRO 5 CAMISETAS DE HOMBRES 5 BUSOS DE HOMBRES 1 PACA DE MANTELES DE PERRO,,NUEVA,0,1,NUMERO DE UNIDADES,0,100,5.44,1,106.44,0,"UNITED PARCEL SERVICE, CO.",UNITED STATES,0,08777816-EMPRESA PUBLICA SERVICIOS POSTALES DEL ECUADOR SPE EP,N328UP,CEC20235X021329,,,3.63,AFORO-AFORO AUTOMATICO,AV. MANUEL CORDOVA GALARZA S/N Y CALLE G,20230523,20230523,20230524,20230524,,,,,0,,100,20230524,,,EMPRESA PUBLICA SERVICIOS POSTALES DEL ECUADOR SPE EP,,0,,,,
25-05-2023,IMPORTACION COURIER,019-2023-91-00784873,,1,9999999999,MADRIGAL JONATHAN,UNITED STATES,CHINA,MIAMI,AEREA,GUAYAQUIL AEREO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",1 PAQUETE DE JABON 1 EDREDON,,NUEVA,1,1,NUMERO DE UNIDADES,0,120,5.44,1.2,126.64,HANGZHOU BUS LOGISTICS TECHNOLOGY,"UNITED PARCEL SERVICE, CO.",UNITED STATES,0,08901058-UPS SCS (ECUADOR) S.A.S.,N367UP,CEC20235X021331,1ZY5517A6741941048,,3.63,AFORO-AFORO FISICO INTRUSIVO,ALONSO DE TORRES OE7-12 Y AV DEL PARQUE,20230525,20230525,20230525,20230529,,,,,0,,120,20230525,20230529,,UPS SCS (ECUADOR) S.A.S.,,0,CEC20235X02133100190148,20230529,,
25-05-2023,IMPORTACION COURIER,055-2023-91-00788332,,1,0992382333001,LABOMERSA S.A.,UNITED STATES,UNITED STATES OF AMERICA,MIAMI,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar","PILLAMAS , PANTIS, MAQUILLAJE",,NUEVA,1,1,NUMERO DE UNIDADES,0,80,5.44,0.8,86.24,"DLAB SCIENTIFIC CO.,LTD-FEDEX EXPRESS",TAMPA CARGO S.A.,UNITED STATES,0,08901062-ENTREGAS ESPECIALES ESPENTREGAS S.A.,N331QT,CEC2023QT000207,7.72143E+11,,3.63,AFORO-AFORO AUTOMATICO,AV ELOY ALFARO SN ENTRES PSJ JUNCOS,20230526,20230526,20230525,20230529,,,,,0,,80,20230526,20230527,,ENTREGAS ESPECIALES ESPENTREGAS S.A.,,0,CEC2023QT00020700390148,20230528,,
30-05-2023,IMPORTACION COURIER,055-2023-91-00816473,,2,9999999999,REYES IVONNE,UNITED STATES,UNITED STATES OF AMERICA,MIAMI,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar","CAMISA,ZAPATOS,TRAJES,CHUMPAS,TRAJES",,NUEVA,0,1,NUMERO DE UNIDADES,0,80,5.44,0.8,86.24,0,DHL AERO EXPRESO SA,UNITED STATES,0,08777822-SURTAX S.A.,N364CM,CEC2023D5020106,,,3.63,AFORO-AFORO AUTOMATICO,AV SHYRIS N36 188 Y NACIONES UNIDAS EDIFICIO SHYRUS PARK 2DO PISO OFI 206,20230529,20230530,20230530,20230531,,,,,0,,80,20230530,,,SURTAX S.A.,,0,,20230531,,
30-05-2023,IMPORTACION COURIER,055-2023-91-00816473,,3,9999999999,REYES IVONNE,UNITED STATES,UNITED STATES OF AMERICA,MIAMI,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",1 CHOMPA 5 PELUCHES 5 BLUSAS 4 SHORES 2 VESTIDOS 1 CALENTADOR,,NUEVA,0,1,NUMERO DE UNIDADES,0,120,5.44,1.2,126.64,0,DHL AERO EXPRESO SA,UNITED STATES,0,08777822-SURTAX S.A.,N364CM,CEC2023D5020106,,,3.63,AFORO-AFORO AUTOMATICO,AV SHYRIS N36 188 Y NACIONES UNIDAS EDIFICIO SHYRUS PARK 2DO PISO OFI 206,20230529,20230530,20230530,20230531,,,,,0,,120,20230530,,,SURTAX S.A.,,0,,20230531,,
30-05-2023,IMPORTACION COURIER,055-2023-91-00816473,,4,9999999999,REYES IVONNE,UNITED STATES,UNITED STATES OF AMERICA,MIAMI,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",3 CAMISETAS 3 BUSOS 1 SET DE MEDIAS 2 BLUSAS,,NUEVA,0,1,NUMERO DE UNIDADES,0,120,4.77,1.2,125.97,0,DHL AERO EXPRESO SA,UNITED STATES,0,08777822-SURTAX S.A.,N364CM,CEC2023D5020106,,,3.18,AFORO-AFORO AUTOMATICO,AV SHYRIS N36 188 Y NACIONES UNIDAS EDIFICIO SHYRUS PARK 2DO PISO OFI 206,20230529,20230530,20230530,20230531,,,,,0,,120,20230530,,,SURTAX S.A.,,0,,20230531,,
31-05-2023,IMPORTACION COURIER,019-2023-91-00819415,,1,9999999999,ALTAMIRANO LUIS,UNITED STATES,UNITED STATES OF AMERICA,MIAMI,AEREA,GUAYAQUIL AEREO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar","1 PULSADOR, 3 ACCAESORIOS, 1 TENSOMETRO, 1 JUGUETE",,NUEVA,0,6,NUMERO DE UNIDADES,0,100,5.46,1,106.46,0,"UNITED PARCEL SERVICE, CO.",UNITED STATES,0,08777816-EMPRESA PUBLICA SERVICIOS POSTALES DEL ECUADOR SPE EP,N361UP,CEC20235X021334,,,3.64,AFORO-AFORO AUTOMATICO,AV. MANUEL CORDOVA GALARZA S/N Y CALLE G,20230528,20230528,20230531,20230531,,,,,0,,16.67,20230531,,,EMPRESA PUBLICA SERVICIOS POSTALES DEL ECUADOR SPE EP,,0,,,,
01-06-2023,IMPORTACION A CONSUMO,028-2023-10-00825361,00001534,1,0993372712001,STARCHEM S.A.,CHINA,CHINA,SHANGHAI,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",UNIDAD MEZCLADORA,STARCHEM,NUEVA,1,1,NUMERO DE UNIDADES,0,10000,94.05,100,10194.05,JIANGSU BEIER MACHINERY CO LTD,AGENCIA MARITIMA GLOBAL MARGLOBAL SA,CHINA,1,01000010-YOLANDA VILLA S.A. YOVILSA,WAN HAI 622,CEC2023WHLU5594,16187667,05907400-INARPI S.A.,1196,AFORO-AFORO DOCUMENTAL,GUAYAS / SAMBORONDON / LA PUNTILLA (SATELITE) / AV MI,20230423,20230528,20230601,20230601,BEIER2304085,SHR-100 MIXER UNIT,SHR-100 MIXER UNIT,STARCHEM,0,SM,10000,20230601,20230607,FOB,SACO SHIPPING S.A.,,0,CEC2023WHLU559401390501,20230607,,0
02-06-2023,IMPORTACION A CONSUMO,028-2023-10-00830046,00004067,17,1.79183E+12,NIPRO MEDICAL CORPORATION,UNITED STATES,UNITED STATES OF AMERICA,MIAMI,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MEZCLADORA CONCENTRADOS,NIPRO,NUEVA,381,2,NUMERO DE UNIDADES,0,12600,0,14.29,12614.29,NIPPON,CITIKOLD S.A.,UNITED STATES,1,01900011-LOPEZ MENA SERVICIOS ADUANEROS INTEGRALES CIA. LTDA,SEABAORD EXPLORER,CEC2023SMLU0086,SMLU7633182A,05909025-CONTECON GUAYAQUIL S.A.,1175.65,AFORO-AFORO AUTOMATICO,CASPICARA OE11-192 Y PANAMERICANA NORTE,20230519,20230527,20230602,,91201684,MEZCLADORA CONCENTRADOS,MEZCLADORA CONCENTRADOS,NIPRO,0,NHS-75,6300,20230731,20230602,CFR,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2023SMLU00860031,20230602,,237.19
02-06-2023,IMPORTACION A CONSUMO,082-2023-10-00831477,00002986,1,0991319867001,BIOBAC S.A.,PERU,PERU,,CARRETERA,HUAQUILLAS,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MEZCLADOR BIO CONO,SIN MARCA,USADA,1,1,NUMERO DE UNIDADES,0,3000,150,20,3170,ACUIAGRO SA,TRANSPORTE INTERSARMORA S.A.,,0,01907200-ALMEIDA RODRIGUEZ ALEJANDRA VIRGINIA,,CEC202379060165,EC-00787-23,05908902-TRANSPORTE Y COMERCIO INTERNACIONAL - TRANSCOMERINTER CIA. LTDA.,270,AFORO-AFORO AUTOMATICO,CDLA LA FAE MZ 09 SOLAR 04,,20230607,20230602,20230602,F001-000997,MEZCLADOR BIO CONO 170 KG 3HP CO VARIADOR DE FRECUENCIA / VELOCIDAD,MEZCLADOR BIO CONO,SIN MARCA,0,SIN MODELO,3000,20230602,20230602,FCA,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2023790601650165,,,0
05-06-2023,IMPORTACION A CONSUMO,028-2023-10-00845921,01000576,1,0992717769001,IMPORTADORA ECUASINO S.A.,CHINA,CHINA,SHEKOU,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERADORES,S/MARCA,NUEVA,2773,279,NUMERO DE UNIDADES,0,192510,6954,179.52,199643.52,HUBEI PROVINCIAL JIAXIN MACHINERY IMPORT AND EXPORT CO LT,AGENCIA MARITIMA GLOBAL MARGLOBAL SA,CHINA,3,01904810-VERA SERRANO JORGE LUIS,WAN HAI 322,CEC2023WHLU5604,025D573919,05907400-INARPI S.A.,58275,AFORO-AFORO AUTOMATICO,AVENIDA RODRIGO CHAVEZ 274 Y AVENIDA TANCA MARENGO,20230426,20230604,20230605,20230605,FD23H909,RUEDAS DE PALETAS,AERADORES,S/MARCA,0,S/MODELO,690,20230605,20230605,FOB,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2023WHLU56040015,20230605,,0
05-06-2023,IMPORTACION A CONSUMO,028-2023-10-00845706,01000577,1,0992717769001,IMPORTADORA ECUASINO S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AIREADORES 3.5 HP 440V,S/MARCA,NUEVA,1224,136,NUMERO DE UNIDADES,0,43520,3018,46.54,46584.54,"ZHEJIANG YIYANG IMPORT AND EXPORT CO., LTD.",AGENCIA MARITIMA GLOBAL MARGLOBAL SA,CHINA,1,01904810-VERA SERRANO JORGE LUIS,WAN HAI 322,CEC2023WHLU5604,031D521035,05907400-INARPI S.A.,11016,AFORO-AFORO AUTOMATICO,AVENIDA RODRIGO CHAVEZ 274 Y AVENIDA TANCA MARENGO,20230429,20230604,20230605,20230606,YH-EC2023041701,AIREADORES,AIREADORES 3.5 HP 440V,S/MARCA,0,S/MODELO,320,20230605,20230605,FOB,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2023WHLU56040053,20230607,,0
05-06-2023,IMPORTACION A CONSUMO,028-2023-10-00846967,00000500,75,0912854296001,CORNEJO HUACON JIMMY NICOLAS,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MARIPOSA CUCHILLA DE LICUA OSTER PN,S/M,NUEVA,731,648,NUMERO DE UNIDADES,0,984.96,0.95,9.85,994.81,NINGBO PARTSNET TRADE CO LTD,MAERSK DEL ECUADOR C.A.,CHINA,1,01777882-ADUCORP ASESORES ADUANEROS Y LOGÍSTICOS CIA.LTDA.,AS SARA,CEC2023MAEU0193,226569280,05909025-CONTECON GUAYAQUIL S.A.,141.59,AFORO-AFORO AUTOMATICO,"ADD: CORONEL 1718A Y VENEZUELA, GUAYAQUIL, ECUADOR RUC:0912854296001",20230421,20230521,20230605,20230606,NPTC-2023034,MARIPOSA CUCHILLA DE LICUA OSTER PN,MARIPOSA CUCHILLA DE LICUA OSTER PN,S/M,0,S/M,1.52,20230605,20230605,CIF,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2023MAEU01930232,20230607,,20.1
05-06-2023,IMPORTACION A CONSUMO,028-2023-10-00846967,00000500,76,0912854296001,CORNEJO HUACON JIMMY NICOLAS,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",BLENDER JAR WITH BASE,S/M,NUEVA,731,156,NUMERO DE UNIDADES,0,280.8,0.27,2.81,283.61,NINGBO PARTSNET TRADE CO LTD,MAERSK DEL ECUADOR C.A.,CHINA,1,01777882-ADUCORP ASESORES ADUANEROS Y LOGÍSTICOS CIA.LTDA.,AS SARA,CEC2023MAEU0193,226569280,05909025-CONTECON GUAYAQUIL S.A.,40.37,AFORO-AFORO AUTOMATICO,"ADD: CORONEL 1718A Y VENEZUELA, GUAYAQUIL, ECUADOR RUC:0912854296001",20230421,20230521,20230605,20230606,NPTC-2023034,BLENDER JAR WITH BASE,BLENDER JAR WITH BASE,S/M,0,S/M,1.8,20230605,20230605,CIF,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2023MAEU01930232,20230607,,20.1
06-06-2023,IMPORTACION A CONSUMO,028-2023-10-00854580,00000848,25,1.89172E+12,COMERCIAL MAYA COMPAÑIA LIMITADA,CHINA,BRAZIL,SANTOS,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MEZCLADOR ELETRICO PARA MORTERO HM-140 (127V),CORTAG,NUEVA,2382,25,NUMERO DE UNIDADES,0,2125,98.53,21.25,2244.78,CORTAG INDUSTRIA E COMERCIO LTDA,HAPAG-LLOYD ECUADOR S.A.,BRAZIL,0,01902378-JARRIN PLUAS CARLOS MANUEL,MAERSK BISCAYNE,CEC2023MAEU0233,CME23010866,05907400-INARPI S.A.,143.5,AFORO-AFORO AUTOMATICO,TUNGURAHUA AMBATO HUACHI CHICO AV. ATAHUALPA SN Y PILLAHUAZO,20230516,20230605,20230606,20230606,EXECU 086-23,MEZCLADOR ELETRICO PARA MORTERO HM-140 (127V),MEZCLADOR ELETRICO PARA MORTERO HM-140 (127V),CORTAG,2023,S/M,85,20230606,20230606,FOB,FARLETZA S.A.,,0,CEC2023MAEU023390570006,20230606,,0
06-06-2023,IMPORTACION A CONSUMO,019-2023-10-00852311,00001056,4,0992708093001,EXPORTQUILSA & PRODUCTORES ASOCIADOS S.A.,SPAIN,SPAIN,VITORIA,AEREA,GUAYAQUIL AEREO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",PACK COMPLETO HOMOGENEIZADOR,BIOLAN,NUEVA,4,1,NUMERO DE UNIDADES,0,2246.3,0,22.46,2268.76,BIOLAN MICROBIOSENSORES,AERO EXPRESS DEL ECUADOR TRANSAM C. LTDA.,SPAIN,0,01777823-SANCHEZ PEÑA MARJORIE ISABEL,HCCDX,CEC20237T001154,000000007370300851,,6.3,AFORO-AFORO AUTOMATICO,KM 18 VIA DURAN BOLICHE,20230530,20230601,20230606,20230606,FV2023/00506,PACK COMPLETO HOMOGENEIZADOR,PACK COMPLETO HOMOGENEIZADOR,BIOLAN,2023,HOMOGENEIZA,2246.3,20230606,20230606,CPT,DHL EXPRESS ECUADOR S.A.,,0,CEC20237T00115400040014,20230607,,282.51
06-06-2023,IMPORTACION A CONSUMO,019-2023-10-00854339,00000859,46,0992216964001,ELICROM CIA. LTDA.,CHINA,UNITED STATES OF AMERICA,MIAMI,AEREA,GUAYAQUIL AEREO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AGITADOR ORBITAL GRANDE CP 120V,COLE PARMER,NUEVA,29,2,NUMERO DE UNIDADES,0,2258.84,65.53,22.59,2346.96,HACH COMPANY,TRANSOCEANICA COMPAÑIA LIMITADA,UNITED STATES,0,01904961-REYES OBANDO WISTON LUIS,CCBDB,CEC2023LA010265,721549,,3.54,AFORO-AFORO AUTOMATICO,CDLA GUAYAQUIL MZ 21 CALLE 1RA SOLAR 10,20230605,20230605,20230606,20230607,3453524,AGITADOR PARA USO EN LABORATORIO,PARA LABORATORIO,COLE PARMER,0,EW 51901 01,1129.42,20230606,20230606,FCA,SIATILOGISTICS S.A.,,0,CEC2023LA01026500040001,20230607,,0
