fecha,REGIMEN ADUANERO,REFRENDO,DAU,ITEM,RUC IMPORTADOR,IMPORTADOR,PAÍS DE ORIGEN,PAIS DE PROCEDENCIA,CIUDAD EMBARQUE,VIA DE TRANSPORTE,ADUANA,PARTIDA ARANCELARIA,DESCRIPCIÓN ARANCELARIA,DESCRIPCION PRODUCTO COMERCIAL,MARCA,ESTADO DE MERCANCIA,BULTOS,CANTIDAD,UNIDAD DE MEDIDA,ADVALOREM,US$ FOB,US$ FLETE,US$ SEGURO,US$ CIF,EMBARCADOR,EMPRESA DE TRANSPORTE,PAÍS DE EMBARQUE,CONTENEDOR,AGENTE DE ADUANA,NAVE,NUMERO DE MANIFIESTO,CONOCIMIENTO EMBARQUE,DEPOSITO COMERCIAL,PESO NETO KG,TIPO AFORO,DIRECCIÓN CONSIGNATARIO,FECHA DE EMBARQUE,FECHA DE LLEGADA,FECHA INGRESO SISTEMA,FECHA PAGO,FACTURA,CARACTERISTICAS,PRODUCTO,MARCA COMERCIAL,AÑO FABRICACIÓN,MODELO MERCADERIA,US$ FOB UNIT,FECHA DE LIQUIDACIÓN,FECHA AFORO,INCOTERM,AGENCIA DE CARGA,CODIGO DE LIBERACION,CÓDIGO TNAN,NUMERO DE CARGA FINAL,FECHA SALIDA,TOTAL AJUSTES,TOTAL OTROS AJUSTES
20-12-2022,IMPORTACION A CONSUMO,055-2022-10-01588512,01008011,15,1.79192E+12,TECNOESCALA S.A.,ITALY,ITALY,MILANO,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",DIGESTOR DE PROTEINAS DK12,VELP,NUEVA,1,1,NUMERO DE UNIDADES,0,4550.7,756.37,11.16,5318.23,VELP SCIENTIFICA S.R.L,KLM CIA REAL HOLANDESA DE AVIACION SA,ITALY,0,01777857-SIATIADUANAS S.A.,PHBQC,CEC2022KL211874,S03883735,,1.78,AFORO-AFORO AUTOMATICO,CALLE PRINCIPAL TERESA DE CEPEDA M34-377 CALLESECUNDARIA REPUBLICA EN LA ESQUINA SE ENCUENTRA1,20221217,20221217,20221220,20221220,1120224869,DKL12 DIGESTER SYSTEM 230V 50 60HZ,DIGESTOR DE PROTEINAS DK12,VELP,2022,S30100190,4550.7,20221220,20221220,EXW,SIATILOGISTICS S.A.,-,0,CEC2022KL21187400010001,20221220,,0
20-12-2022,IMPORTACION A CONSUMO,055-2022-10-01588309,02000129,1,1.71631E+12,FONSECA FERNANDEZ VIVIANA ELIZABETH,GERMANY,GERMANY,DUSSELDORF,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",XRD-Mill McCrone complete,RETSCH,NUEVA,3,1,NUMERO DE UNIDADES,0,5550.54,166.55,23.76,5574.3,RETSCH GMBH (DUS),COMPANIA PANAMENA DE AVIACION S.A.,GERMANY,0,01900016-ANTONIO SALGUERO O & EDUARDO SALGUERO O SERVICIOS ADUANEROS CIA. LTDA,HP1832CMP,CEC2022CM212529,088125375770,,0.95,AFORO-AFORO AUTOMATICO,S9D DIEGO DE SANDOVAL OE2-112 Y OE2D PEDRO DORADO,20221219,20221219,20221220,20221220,AR22R14377,accesorio Molino Ultracentrífugo ZM200,XRD-Mill McCrone complete,RETSCH,2022,207701001,5550.54,20221220,20221220,CPT,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2022CM2125290001,20221220,,154.68
20-12-2022,IMPORTACION A CONSUMO,055-2022-10-01591144,01000168,22,1.79099E+12,HDM ELQUITECNICA CIA. LTDA.,UNITED STATES,UNITED STATES,MIAMI,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",Agitador de pipetas,THOMAS,NUEVA,16,2,NUMERO DE UNIDADES,0,775.6,42.77,2.47,820.85,UNITECH USA/HACH COMPANY/LGC GMBH,ATLAS AIR INC,UNITED STATES,0,01904682-VASCONEZ SURATY TELMO ANIBAL,N450PA,CEC20225Y022204,000000000000107041,,0.85,AFORO-AFORO DOCUMENTAL,AV REPUBLICA EL SALVADOR N35-182 Y SUE,20221217,20221217,20221220,20221220,2820060,Agitador de pipetas,CARGA GENERAL,THOMAS,0,1183P72,387.8,20221220,20221220,FCA,ACCESS ECUADOR CONSOLIDADORA DE CARGA ACCESSCARGO CIA. LTDA,-,0,CEC20225Y02220400490001,20221221,,0
21-12-2022,IMPORTACION A CONSUMO,055-2022-10-01599677,00001571,1,0590060933001,INDUACERO INDUSTRIA DE ACERO DEL ECUADOR CIA. LTDA.,SWEDEN,SWEDEN,STURUP (MALMO),AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AGITADORES DE MONTAJE SUPERIOR,TETRA PAK,NUEVA,3,3,NUMERO DE UNIDADES,0,58510.14,0,585.1,59095.24,ALFA LAVAL,KLM CIA REAL HOLANDESA DE AVIACION SA,SWEDEN,0,01777852-AGENCIA ADUANERA SERRANO E HIJOS AGASE S.A.,PHCKB,CEC2022KL211872,007457463033,,2079,AFORO-AFORO AUTOMATICO,PANAMERICANA SUR KM 4 SECTOR NIAGARA,20221216,20221216,20221221,20221221,2465005284,PARTES Y PIEZAS,AGITADORES DE MONTAJE SUPERIOR,TETRA PAK,2022,6-9618 02 4660,19503.38,20221221,20221221,DAP,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2022KL2118720035,20221227,,15970.37
22-12-2022,IMPORTACION A CONSUMO,028-2022-10-01610515,00005211,1,0791805031001,IMPORTADORA QABA S A,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AIREADOR DIESEL 16HP,SMARCA,NUEVA,1280,40,NUMERO DE UNIDADES,0,51200,1500,263.5,52963.5,TAIZHOU WANGFA MACHINERY ELECTRIC CO LTD,MAERSK DEL ECUADOR C.A.,CHINA,0,01777779-JIMENEZ QUIROZ BORIS LENIN,MAERSK SALALAH,CEC2022MAEU0463,ECL2211151,05909025-CONTECON GUAYAQUIL S.A.,15500,AFORO-AFORO FISICO INTRUSIVO,BOLIVAR MADERO VARGAS Y BOLIVAR PAREDES,20221114,20221220,20221222,20221223,WF0725,AIREADOR DIESEL,PRODUCTO,SMARCA,2022,16HP,1280,20221222,,FOB,GYPSET S.A.,"0416-TRANSFERENCIAS E IMPORTACIONES CON TARIFA CERO ""IVA"", APLICA TEXTO LEGAL # 5 ART. 55 LRTI (NO APLICA PARA LISTA DE BIENES DEL ANEXO 1 D. E. 1232 - R.O. 393-2S, 31-VII-2008) - Reformado por el Art. 24 de la Ley Orgánica de Simplificación y Progresivid",0,CEC2022MAEU046302220003,,,0
27-12-2022,IMPORTACION A CONSUMO,028-2022-10-01627870,00005206,1,0992758791001,KARASTE S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADOR ELECTRICO COMPLETO,DIVA,NUEVA,5291,180,NUMERO DE UNIDADES,0,203421.59,291.08,0,203421.59,"ZHEJIANG JIANCHENG SHIPPING CO.,LTD.",MAERSK DEL ECUADOR C.A.,CHINA,4,01777779-JIMENEZ QUIROZ BORIS LENIN,MAERSK SALALAH,CEC2022MAEU0463,223013681,05909025-CONTECON GUAYAQUIL S.A.,36591,AFORO-AFORO DOCUMENTAL,"RUC 0992758791001 AVENIDA LAS MONJAS 302 Y CALLE TERCERA, URDESA GUAYAQUIL - ECUADOR 5934 2610644",20221114,20221220,20221227,20221227,JH220914CA67-GB,"MAXIMUM OUTPUT 15HP, CONDENSING DIESEL ENGINE, WITH BEARING, FORGED STEEL GEAR, WITH HAND CRANK STATER, REDUCER, PIPE FRAME, FLOATS, IMPELLER WITH DOUBLE NUT",PRODUCTO,DIVA,2022,DIVA ECO D15,1130.12,20221227,20221229,CIF,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2022MAEU04630251,,,14360.04
27-12-2022,IMPORTACION A CONSUMO,028-2022-10-01630937,00000423,1,0991412972001,CAMARONERA LUSALVI S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADORES PARA PISCINAS CAMARONERAS,TAIZHOU,NUEVA,560,35,NUMERO DE UNIDADES,0,15680,4110,197.9,19987.9,"TAIZHOU QIANMEI MACHINE CO., LTD",HAPAG-LLOYD ECUADOR S.A.,CHINA,1,01900208-ANCHUNDIA SOTOMAYOR JOSE LUIS,SEASPAN BELLWETHER,CEC2022ONEU0013,DLNB22110413,05907400-INARPI S.A.,4200,AFORO-AFORO DOCUMENTAL,EDIFICIO NORTHSAM PLANTA BAJA AV NAHIM ISAIAS MZ 801 SOLAR 28,20221114,20221225,20221227,20221227,QM220827L,PARA CAMARONES,AEREADORES PARA PISCINAS CAMARONERAS,TAIZHOU,2022,AEREADOR,448,20221227,20221230,FOB,ACGROUP WORLDWIDE ECUADOR S.A.,-,0,CEC2022ONEU001390250001,,,0
27-12-2022,IMPORTACION A CONSUMO,028-2022-10-01630911,00083146,1,0992108797001,KARBOLEM S.A.,CHINA,CHINA,SHANGHAI,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",LICUADORA DE CINTA,TOPS GROUP,NUEVA,1,1,NUMERO DE UNIDADES,0,5680,130,56.8,5866.8,SHANGHAI TOPS GROUP CO.LTD,BROOM-ECUADOR S.A.,CHINA,0,01902441-TORRES & TORRES AGENTES DE ADUANAS TTADAD C.A.,KOTA PURI,CEC2022PCIU0019,PSLSHAGYL02564,05907400-INARPI S.A.,334,AFORO-AFORO AUTOMATICO,KM 8 1/2 VIA DAULE. CALLE PUBLICA MZ 5 S3,20221125,20221227,20221227,20221227,TP22-301901M,RIBBON BLENDER,PRODUCTO TERMINADO,TOPS GROUP,0,SIN MODELO,5680,20221227,20221227,FOB,SACO SHIPPING S.A.,-,0,CEC2022PCIU001901500901,20221230,,0
29-12-2022,IMPORTACION A CONSUMO,028-2022-10-01648172,00002219,1,0993069337001,TECNIFICACIONES ACUICOLAS PROQUALIA S A,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERATOR 16 PADDLE,SM,NUEVA,4859,46,NUMERO DE UNIDADES,0,35880,1921.05,170.11,37971.16,ZHEN FENG MECHINERY EQUIPMENT PRIVATE LIMITED,BROOM-ECUADOR S.A.,CHINA,0,01000003-LOGIGA-ADUANA S.A.,KOTA PURI,CEC2022PCIU0019,626NBH2211005,05907400-INARPI S.A.,10219.16,AFORO-AFORO AUTOMATICO,VIA PASAJE KM 5 AV 25 DE JUNIO,20221123,20221227,20221229,20221230,SP202211101102103,AERATOR 16 PADDLE,AERATOR 16 PADDLE,SM,2022,SM,780,20221229,20221229,FOB,COMEXTSEAPORT SOCIEDAD ANONIMA,-,0,CEC2022PCIU001901360001,,,0
29-12-2022,IMPORTACION A CONSUMO,028-2022-10-01648172,00002219,3,0993069337001,TECNIFICACIONES ACUICOLAS PROQUALIA S A,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERATOR 16 PADDLE,SM,NUEVA,4859,47,NUMERO DE UNIDADES,0,36660,1962.82,173.8,38796.62,ZHEN FENG MECHINERY EQUIPMENT PRIVATE LIMITED,BROOM-ECUADOR S.A.,CHINA,0,01000003-LOGIGA-ADUANA S.A.,KOTA PURI,CEC2022PCIU0019,626NBH2211005,05907400-INARPI S.A.,10441.31,AFORO-AFORO AUTOMATICO,VIA PASAJE KM 5 AV 25 DE JUNIO,20221123,20221227,20221229,20221230,SP202211101102103,PARTES DE AIERADOR 16 PADDLES,AERATOR 16 PADDLE,SM,2022,SM,780,20221229,20221229,FOB,COMEXTSEAPORT SOCIEDAD ANONIMA,-,0,CEC2022PCIU001901360001,,,0
29-12-2022,IMPORTACION A CONSUMO,028-2022-10-01648172,00002219,4,0993069337001,TECNIFICACIONES ACUICOLAS PROQUALIA S A,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERATOR 8 PADDLE,SM,NUEVA,4859,55,NUMERO DE UNIDADES,0,26933.5,1537.16,136.11,28606.77,ZHEN FENG MECHINERY EQUIPMENT PRIVATE LIMITED,BROOM-ECUADOR S.A.,CHINA,0,01000003-LOGIGA-ADUANA S.A.,KOTA PURI,CEC2022PCIU0019,626NBH2211005,05907400-INARPI S.A.,8177.04,AFORO-AFORO AUTOMATICO,VIA PASAJE KM 5 AV 25 DE JUNIO,20221123,20221227,20221229,20221230,SP202211101102103,PARTES DE AIERADOR 16 PADDLES,AERATOR 8 PADDLE,SM,2022,SM,489.7,20221229,20221229,FOB,COMEXTSEAPORT SOCIEDAD ANONIMA,-,0,CEC2022PCIU001901360001,,,0
29-12-2022,IMPORTACION A CONSUMO,028-2022-10-01645316,02000736,1,0993252182001,"IMPORT GREEN POWER TECHNOLOGY, EQUIPMENT & MACHINERY ITEM S.A",CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AIREADORES EQUIPO DE ACUACULTURA,WANGFA,NUEVA,5948,349,NUMERO DE UNIDADES,0,190205,10040,2002.45,202247.45,"TAIZHOU WANGFA MACHINERY ELECTRIC CO., LTD",AGENCIA MARITIMA GLOBAL MARGLOBAL SA,CHINA,4,01777792-RUIZ ROMAN ROMMEL ELIAS,KOTA PURI,CEC2022PCIU0019,GOSZX22110439,05907400-INARPI S.A.,42152.9,AFORO-AFORO DOCUMENTAL,LA PUNTILLA (SATELITE) / FERNAN SANCHEZ 1 Y AV LOS ARCOS,20221123,20221227,20221229,20221229,WF1102,AIREADORES EQUIPO DE ACUACULTURA,AIREADORES EQUIPO DE ACUACULTURA,WANGFA,2022,SM,545,20221229,20221230,FOB,NAVECUADOR S.A.,-,0,CEC2022PCIU001931150001,20221231,,0
29-12-2022,IMPORTACION A CONSUMO,028-2022-10-01643979,01001828,1,0992717769001,IMPORTADORA ECUASINO S.A.,CHINA,CHINA,SHEKOU,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERADORES,S/MARCA,NUEVA,4815,284,NUMERO DE UNIDADES,0,192552,224.84,182.82,192734.82,HUBEI PROVINCIAL JIAXIN MACHINERY,BROOM-ECUADOR S.A.,CHINA,5,01904810-VERA SERRANO JORGE LUIS,KOTA PURI,CEC2022PCIU0019,SZX202954100,05907400-INARPI S.A.,65820.55,AFORO-AFORO AUTOMATICO,"CENTRO EMPRESARIAL COLON,EMPRESARIAL 3.OFICINA 210",20221119,20221227,20221229,,FD22H931,RUEDAS DE PALETAS,AERADORES,S/MARCA,2022,S/MODELO,678,20221229,20221229,CIF,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2022PCIU00190226,20221229,,10355
29-12-2022,IMPORTACION A CONSUMO,028-2022-10-01644026,01001830,1,0992717769001,IMPORTADORA ECUASINO S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERADORES,S/MARCA,NUEVA,2532,136,NUMERO DE UNIDADES,0,42704,1675.89,39.94,44419.84,"ZHEJIANG YIYANG IMPORT AND EXPORT CO., LTD.",AGENCIA MARITIMA GLOBAL MARGLOBAL SA,CHINA,2,01904810-VERA SERRANO JORGE LUIS,KOTA PURI,CEC2022PCIU0019,031C574345,05907400-INARPI S.A.,10363.15,AFORO-AFORO AUTOMATICO,PARQUE EMPRESARIAL COLON EDIFICIO PACIFICA CENTER PISO 1OF .108,20221123,20221227,20221229,,YH-EC2022110202,2HP 220V,AERADORES,S/MARCA,0,S/MODELO,314,20221229,20221229,FOB,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2022PCIU00193093,20221229,,0
29-12-2022,IMPORTACION A CONSUMO,028-2022-10-01644026,01001830,2,0992717769001,IMPORTADORA ECUASINO S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERADORES,S/MARCA,NUEVA,2532,72,NUMERO DE UNIDADES,0,35640,1398.67,33.33,37072,"ZHEJIANG YIYANG IMPORT AND EXPORT CO., LTD.",AGENCIA MARITIMA GLOBAL MARGLOBAL SA,CHINA,2,01904810-VERA SERRANO JORGE LUIS,KOTA PURI,CEC2022PCIU0019,031C574345,05907400-INARPI S.A.,8648.9,AFORO-AFORO AUTOMATICO,PARQUE EMPRESARIAL COLON EDIFICIO PACIFICA CENTER PISO 1OF .108,20221123,20221227,20221229,,YH-EC2022110202,3.5 HP 440V,AERADORES,S/MARCA,0,S/MODELO,495,20221229,20221229,FOB,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2022PCIU00193093,20221229,,0
31-12-2022,IMPORTACION A CONSUMO,028-2022-10-01658145,01001826,1,0992717769001,IMPORTADORA ECUASINO S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERADORES,S/MARCA,NUEVA,2584,152,NUMERO DE UNIDADES,0,72200,3898,76.1,76174.1,ZHEJIANG YIYANG IMPORT AND EXPORT,BROOM-ECUADOR S.A.,CHINA,2,01904810-VERA SERRANO JORGE LUIS,WAN HAI 723,CEC2022WHLU5558,NGPX20601100,05907400-INARPI S.A.,19304,AFORO-AFORO AUTOMATICO,"CENTRO EMPRESARIAL COLON,EMPRESARIAL 3.OFICINA 210",20221125,20221231,20221231,,YH-EC2022110901,3.5 HP 440V,AERADORES,S/MARCA,0,S/MODELO,475,20221231,20221231,FOB,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2022WHLU55582056,,,0
31-12-2022,IMPORTACION A CONSUMO,028-2022-10-01658141,01001829,1,0992717769001,IMPORTADORA ECUASINO S.A.,CHINA,CHINA,SHEKOU,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERADORES,S/MARCA,NUEVA,3732,284,NUMERO DE UNIDADES,0,193404,7612,180.91,201196.91,HUBEI PROVINCIAL JIAXIN MACHINERY IMPORT AND EXPORT CO LT,AGENCIA MARITIMA GLOBAL MARGLOBAL SA,CHINA,4,01904810-VERA SERRANO JORGE LUIS,WAN HAI 723,CEC2022WHLU5558,025C809314,05907400-INARPI S.A.,61261,AFORO-AFORO AUTOMATICO,PARQUE EMPRESARIAL COLON EDIFICIO PACIFICA CENTER PISO 1OF .108,20221122,20221231,20221231,,FD22H932,RUEDAS DE PALETAS,AERADORES,S/MARCA,2022,S/MODELO,681,20221231,20221231,FOB,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2022WHLU55580021,,,0
01-12-2022,IMPORTACION A CONSUMO,028-2022-10-01465018,00001094,1,0990000689001,PINTURAS UNIDAS S.A.,CHINA,CHINA,LELIU,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MANUAL DISPENSER AND AUTOMATIC,SIN MARCA,NUEVA,24,24,NUMERO DE UNIDADES,0,55058,0,93.81,55151.81,"HONGPU MACHINERY MANUFACTURE CO., LTD",MAERSK DEL ECUADOR C.A.,CHINA,1,01903692-PRIETO VEGA LAURA MACLOVIA,MAERSK STEPNICA,CEC2022MAEU0441,222185746,05909025-CONTECON GUAYAQUIL S.A.,5800,AFORO-AFORO AUTOMATICO,DIRECTION AV ROSAVIN SOLAR # 3 Y COBRE MZ H8 KM. 16.5 VIA DAULE GUAYAQUIL-ECUADOR TEL :(04) 25902080 RUC: 0990000689001,20221014,20221129,20221201,20221202,20220621-0025,MANUAL DISPENSER AND AUTOMATIC,MANUAL DISPENSER AND AUTOMATIC,SIN MARCA,2022,SIN MODELO,2294.08,20221201,20221201,CFR,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2022MAEU04410029,20221206,,3932
01-12-2022,IMPORTACION A CONSUMO,055-2022-10-01460626,01002393,2,1.79184E+12,AURELIAN ECUADOR S.A.,SOUTH AFRICA,SOUTH AFRICA,JAN SMUTS APT/JOHANNESBURG,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AGITADOR DE VARILLA PARA MUESTRAS,SIN MARCA,NUEVA,2,1,NUMERO DE UNIDADES,0,1961.52,132.13,0.77,2094.42,MINTEK,SOLENTAIR C LTDA,SOUTH AFRICA,0,01900007-ROCALVI S.A.,A7BFR,CEC2022QR000220,1052896,,1.97,AFORO-AFORO AUTOMATICO,AV AMAZONAS Y UNP,20221123,20221123,20221201,,21003057,4900003220,AGITADOR DE VARILLA PARA MUESTRAS,SIN MARCA,2022,3000089,1961.52,20230109,20221201,EXW,CRAFT ECUADOR MULTIMODAL CRAFTECMUL S.A.,-,0,CEC2022QR00022000150001,20221201,,0
01-12-2022,IMPORTACION A CONSUMO,028-2022-10-01460619,01001662,1,0992717769001,IMPORTADORA ECUASINO S.A.,CHINA,CHINA,SHEKOU,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERADORES,S/MARCA,NUEVA,1704,66,NUMERO DE UNIDADES,0,44748,7806,47.3,52601.3,HUBEI PROVINCIAL JIAXIN MACHINERY IMPORT AND EXPORT CO LT,AGENCIA MARITIMA GLOBAL MARGLOBAL SA,CHINA,2,01904810-VERA SERRANO JORGE LUIS,KOTA CEMPAKA,CEC2022PCIU0018,025C776133,05907400-INARPI S.A.,11644,AFORO-AFORO AUTOMATICO,AVENIDA RODRIGO CHAVEZ 274 Y AVENIDA TANCA MARENGO,20221026,20221130,20221201,,FD22H927,RUEDAS DE PALETAS,AERADORES,S/MARCA,0,S/MODELO,678,20221201,20221201,FOB,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2022PCIU00183015,20221201,,0
01-12-2022,IMPORTACION A CONSUMO,028-2022-10-01464855,01004887,10,0603565078001,AGUILAR OCHOA CARLOS VINICIO,CHINA,CHINA,NANSHA,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MAQUINA MEZCLADOR ALIMENTOS,MIKEN,NUEVA,229,3,NUMERO DE UNIDADES,0,1350,204.89,13.5,1568.39,GUANGZHOU MIKEN ELECTRIC MANUFACTURING CO LTD.,COSCO SHIPPING LINES ECUADOR CIA. LTDA.,CHINA,0,01777779-JIMENEZ QUIROZ BORIS LENIN,KOTA CEMPAKA,CEC2022PCIU0018,GOSZX22100201,05907400-INARPI S.A.,37.21,AFORO-AFORO FISICO INTRUSIVO,COLON 606 Y DECIMA NORTE,20221020,20221130,20221201,20221201,DL220801,SIN CARACTERISTICAS,PRODUCTO,MIKEN,2022,NEA-188,450,20221201,20221221,FOB,KRYSTAL LOGISTICS ECUADOR KRYSLOGIC C. LTDA.,-,0,CEC2022PCIU001810254710,20221221,,0
01-12-2022,IMPORTACION A CONSUMO,028-2022-10-01464835,00007734,1,0190005070001,CONTINENTAL TIRE ANDINA S.A.,GERMANY,GERMANY,HAMBURG,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",HEAVY DUTY INTERNAL MIXER TYPE GK 270NC,SIN MARCA,NUEVA,6,1,NUMERO DE UNIDADES,0,658103.06,0.01,68.12,658171.18,HARBURG FREUDENBERGER MASCHINENBAU GMBH,MAERSK DEL ECUADOR C.A.,GERMANY,0,01902288-ILLINGWORTH GARCIA CRISTOBAL LUIS,LEDA MAERSK,CEC2022MAEU0447,925-20200-2210DE,05909025-CONTECON GUAYAQUIL S.A.,31840,AFORO-AFORO AUTOMATICO,PANAMERICANA NORTE KM 2.8,20221110,20221202,20221201,20221202,7000015680,REPUESTO,HEAVY DUTY INTERNAL MIXER TYPE GK 270NC,SIN MARCA,0,SIN MODELO,658103.06,20221201,20221201,DAP,INTERCILSA LOGISTICS CIA. LTDA.,-,0,CEC2022MAEU044700740001,20221204,,23101.1
02-12-2022,IMPORTACION A CONSUMO,028-2022-10-01471873,01002536,7,1.79001E+12,PINTURAS CONDOR SA,UNITED STATES,UNITED STATES,MIAMI,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",7 VACUCAM MOS PROCESS PER,SEMI BULK SYSTEMS INC,NUEVA,13,1,NUMERO DE UNIDADES,0,116486.87,4897.3,0.8,121384.98,SHERWIN WILLIAMS CO,CITIKOLD S.A.,UNITED STATES,1,01900012-OFICINA COMERCIAL ADUANERA CORDERO-PROAÑO S.A.S.,HANSA HORNEBURG,CEC2022SMLU0180,106752,05909025-CONTECON GUAYAQUIL S.A.,763,AFORO-AFORO AUTOMATICO,CUSUBAMBA OE1 365 Y MANGLAR ALTO,20221125,20221203,20221202,,00029174,VACUCAM MOS PROCESS PER,7 VACUCAM MOS PROCESS PER,SEMI BULK SYSTEMS INC,0,3511,116486.87,20230109,20221202,EXW,PLUSCARGO-ECUADOR S. A.,-,0,CEC2022SMLU018000260001,20221205,,0
