fecha,REGIMEN ADUANERO,REFRENDO,DAU,ITEM,RUC IMPORTADOR,IMPORTADOR,PAIS DE ORIGEN,PAIS DE PROCEDENCIA,CIUDAD EMBARQUE,VIA DE TRANSPORTE,ADUANA,PARTIDA ARANCELARIA,DESCRIPCION ARANCELARIA,DESCRIPCION PRODUCTO COMERCIAL,MARCA,ESTADO DE MERCANCIA,BULTOS,CANTIDAD,UNIDAD DE MEDIDA,ADVALOREM,US$ FOB,US$ FLETE,US$ SEGURO,US$ CIF,EMBARCADOR,EMPRESA DE TRANSPORTE,PAIS DE EMBARQUE,CONTENEDOR,AGENTE DE ADUANA,NAVE,NUMERO DE MANIFIESTO,CONOCIMIENTO EMBARQUE,DEPOSITO COMERCIAL,PESO NETO KG,TIPO AFORO,DIRECCIÓN CONSIGNATARIO,FECHA DE EMBARQUE,FECHA DE LLEGADA,FECHA INGRESO SISTEMA,FECHA PAGO,FACTURA,CARACTERISTICAS,PRODUCTO,MARCA COMERCIAL,AÑO FABRICACIÓN,MODELO MERCADERIA,US$ FOB UNIT,FECHA DE LIQUIDACIÓN,FECHA AFORO,INCOTERM,AGENCIA DE CARGA,CODIGO DE LIBERACION,CÓDIGO TNAN,NUMERO DE CARGA FINAL,FECHA DE SALIDA DE ALMACEN,PAÍS DE ORIGEN,DESCRIPCIÓN ARANCELARIA,PAÍS DE EMBARQUE,FECHA SALIDA,TOTAL AJUSTES,TOTAL OTROS AJUSTES
2023-08-05,IMPORTACION A CONSUMO,028-2023-10-01236409,3197.0,29.0,990145547001.0,AGRO INDUSTRIAS WARSA COMPAÑIA ANONIMA,,CHINA,NANSHA,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,Licuadora,HARDMAN,NUEVA,286.0,24.0,NUMERO DE UNIDADES,0.0,784.8,45.22,7.85,837.87,GUANGZHOU ITOP KITCHEN EQUIPMENT CO LTD,EVERGREEN-SHIPPING AGENCY (ECUADOR) S.A.,,0.0,01903331-OBANDO NARANJO JOSE RICARDO,WAN HAI A01,CEC2023WHLU5618,GUXSE23055693,05907400-INARPI S.A.,207.94,AFORO-AFORO FISICO INTRUSIVO,AV PLAZA DAÑIN 803 Y PELICANOS,20230522.0,20230707.0,20230805.0,20230817.0,22A-920G1-11,Blender,Blender,HARDMAN,0.0,BD-767,32.7,20230805.0,20230821.0,FOB,H.A. CARGO S.A.,,0.0,CEC2023WHLU561840515693,,CHINA,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CHINA,20230822.0,,0.0
2023-08-05,IMPORTACION A CONSUMO,028-2023-10-01236409,3197.0,30.0,990145547001.0,AGRO INDUSTRIAS WARSA COMPAÑIA ANONIMA,,CHINA,NANSHA,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,Licuadora,HARDMAN,NUEVA,286.0,6.0,NUMERO DE UNIDADES,0.0,546.0,31.46,5.46,582.92,GUANGZHOU ITOP KITCHEN EQUIPMENT CO LTD,EVERGREEN-SHIPPING AGENCY (ECUADOR) S.A.,,0.0,01903331-OBANDO NARANJO JOSE RICARDO,WAN HAI A01,CEC2023WHLU5618,GUXSE23055693,05907400-INARPI S.A.,51.98,AFORO-AFORO FISICO INTRUSIVO,AV PLAZA DAÑIN 803 Y PELICANOS,20230522.0,20230707.0,20230805.0,20230817.0,22A-920G1-11,Blender,Blender,HARDMAN,0.0,BD-768,91.0,20230805.0,20230821.0,FOB,H.A. CARGO S.A.,,0.0,CEC2023WHLU561840515693,,CHINA,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CHINA,20230822.0,,0.0
2023-08-05,IMPORTACION A CONSUMO,028-2023-10-01236409,3197.0,40.0,990145547001.0,AGRO INDUSTRIAS WARSA COMPAÑIA ANONIMA,,CHINA,NANSHA,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,MAQUINA DE HIELO EN ESCAMAS,HARDMAN,NUEVA,286.0,12.0,NUMERO DE UNIDADES,0.0,2316.0,133.44,23.16,2472.6,GUANGZHOU ITOP KITCHEN EQUIPMENT CO LTD,EVERGREEN-SHIPPING AGENCY (ECUADOR) S.A.,,0.0,01903331-OBANDO NARANJO JOSE RICARDO,WAN HAI A01,CEC2023WHLU5618,GUXSE23055693,05907400-INARPI S.A.,103.97,AFORO-AFORO FISICO INTRUSIVO,AV PLAZA DAÑIN 803 Y PELICANOS,20230522.0,20230707.0,20230805.0,20230817.0,22A-920G1-11,ICE FLAKER,ICE FLAKER,HARDMAN,0.0,IT-EIS180,193.0,20230805.0,20230821.0,FOB,H.A. CARGO S.A.,,0.0,CEC2023WHLU561840515693,,CHINA,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CHINA,20230822.0,,0.0
2023-08-07,IMPORTACION A CONSUMO,028-2023-10-01245140,1018517.0,8.0,993374672001.0,MABOOM FOOD S.A.S,,UNITED STATES,NORFOLK,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,"ETP - MIXER,VARIMIXER 60 QUART ,MARK IV 208/60/3 NO HUB AND ACCESORIES",VARIMIXER,NUEVA,732.0,1.0,NUMERO DE UNIDADES,0.0,18831.55,31.71,0.0,18831.55,KRISPY KREME DOUGHNUT CORPORATION (EQP),AGENCIA MARITIMA GLOBAL MARGLOBAL SA,,0.0,01905355-WCA WLADIMIR COKA ASOCIADOS S.A.,VARAMO,CEC202378127268,JXW-327506,05906960-NAPORTEC S.A.,28.92,AFORO-AFORO FISICO INTRUSIVO,GUAYAS / GUAYAQUIL / TARQUI / JUSTINO CORNEJO SOLAR 12439 Y JOAQUIN ORRANTIA,20230708.0,20230804.0,20230807.0,20230807.0,8770490,"ETP - MIXER,VARIMIXER 60 QUART ,MARK IV 208/60/3 NO HUB AND ACCESORIES","ETP - MIXER,VARIMIXER 60 QUART ,MARK IV 208/60/3 NO HUB AND ACCESORIES",VARIMIXER,2023.0,41703,18831.55,20230807.0,20230808.0,DAP,STARCARGO CIA. LTDA,,0.0,CEC20237812726800070001,,UNITED STATES,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",UNITED STATES,20230810.0,,1084.43
2023-08-07,IMPORTACION A CONSUMO,028-2023-10-01245140,1018517.0,19.0,993374672001.0,MABOOM FOOD S.A.S,,UNITED STATES,NORFOLK,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,"MIXER TOPOS 1/8 BBL 200V, 50/60HZ, 3PH",TOPOS,NUEVA,732.0,1.0,NUMERO DE UNIDADES,0.0,33797.51,56.92,0.0,33797.51,KRISPY KREME DOUGHNUT CORPORATION (EQP),AGENCIA MARITIMA GLOBAL MARGLOBAL SA,,0.0,01905355-WCA WLADIMIR COKA ASOCIADOS S.A.,VARAMO,CEC202378127268,JXW-327506,05906960-NAPORTEC S.A.,28.92,AFORO-AFORO FISICO INTRUSIVO,GUAYAS / GUAYAQUIL / TARQUI / JUSTINO CORNEJO SOLAR 12439 Y JOAQUIN ORRANTIA,20230708.0,20230804.0,20230807.0,20230807.0,8770490,"MIXER TOPOS 1/8 BBL 200V, 50/60HZ, 3PH","MIXER TOPOS 1/8 BBL 200V, 50/60HZ, 3PH",TOPOS,2023.0,45913,33797.51,20230807.0,20230808.0,DAP,STARCARGO CIA. LTDA,,0.0,CEC20237812726800070001,,UNITED STATES,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",UNITED STATES,20230810.0,,1084.43
2023-08-07,IMPORTACION A CONSUMO,028-2023-10-01251024,2000829.0,1.0,993234354001.0,SUNOLTA S.A.,,CHINA,SHEKOU,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,AERADORES,S/MARCA,NUEVA,5464.0,402.0,NUMERO DE UNIDADES,0.0,274566.0,12060.0,257.96,286883.97,HUBEI PROVINCIAL JIAXIN MACHINERY IMPORT AND EXPORT CO LT,AGENCIA MARITIMA GLOBAL MARGLOBAL SA,,6.0,01904810-VERA SERRANO JORGE LUIS,WAN HAI 360,CEC2023WHLU5632,025D627920,05907400-INARPI S.A.,88339.0,AFORO-AFORO FISICO INTRUSIVO,PARQUE EMPRESARIAL COLON EDIFICIO PACIFICA CENTER PISO 1 OF.109,20230630.0,20230806.0,20230807.0,,FD23H916,RUEDAS DE PALETAS,AERADORES,S/MARCA,0.0,S/MODELO,683.0,20230807.0,20230809.0,FOB,ZZ OTROS LIBERADORES DIRECTOS,,0.0,CEC2023WHLU56320038,,CHINA,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CHINA,20230810.0,,0.0
2023-08-08,IMPORTACION A CONSUMO,037-2023-10-01251853,7596.0,1.0,1790530000000.0,HALLIBURTON LATIN AMERICA S.R.L.,,UNITED STATES,GALVESTON,MARITIMO,MANTA,8479820000.0,,EQUIPO DE FRACTURAMIENTO,HALLIBURTON,USADA,1.0,1.0,NUMERO DE UNIDADES,0.0,287121.13,0.0,153.62,287274.75,"CRANE WORLDWIDE LOGISTICS, LLC",IAN TAYLOR ECUADOR COMPAÑIA ANONIMA,,0.0,01900008-FMA FRANCISCO MOSQUERA AULESTIA CIA. LTDA.,MORNING CONCERT,CEC202377850372,US2352997,05777778-TERMINAL PORTUARIO DE MANTA TPM S.A.,28720.99,AFORO-AFORO AUTOMATICO,"AV. AMAZONAS N37-29 Y VILLALENGUAEDIF. EUROCENTER,PISO 7",20230607.0,20230806.0,20230808.0,,4947528,TRLR BLEND FRAC FB4K ACE,EQUIPO DE FRACTURAMIENTO,HALLIBURTON,2010.0,L252L1J014,287121.13,20230929.0,20230808.0,CPT,ZZ OTROS LIBERADORES DIRECTOS,,0.0,CEC2023778503720085,,UNITED STATES,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",UNITED STATES,20230821.0,,20111.36
2023-08-09,IMPORTACION A CONSUMO,055-2023-10-01260571,1004849.0,1.0,1791920000000.0,TECNOESCALA S.A.,,ITALY,MILANO,AEREA,QUITO,8479820000.0,,DIGESTOR DK20,VELP SCIENTIFICA SRL,NUEVA,2.0,1.0,NUMERO DE UNIDADES,0.0,2348.7,110.74,5.62,2465.05,VELP SCIENTIFICA S.R.L,AVIANCA - ECUADOR S.A.,,0.0,01777857-SIATIADUANAS S.A.,HCCJW,CEC20232K000398,S04074939,,0.78,AFORO-AFORO AUTOMATICO,TERESA DA CEPEDA Y REPUBLICA 34-377 Y CORUNA,20230808.0,20230808.0,20230809.0,20230809.0,40512159,F30100440,DIGESTOR DK20,VELP SCIENTIFICA SRL,2023.0,F30100440,2348.7,20230809.0,20230809.0,EXW,SIATILOGISTICS S.A.,,0.0,CEC20232K00039800010001,,ITALY,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",ITALY,20230810.0,,0.0
2023-08-09,IMPORTACION A CONSUMO,055-2023-10-01260571,1004849.0,18.0,1791920000000.0,TECNOESCALA S.A.,,ITALY,MILANO,AEREA,QUITO,8479820000.0,,AGITADOR VORTEX MIXER ZX3,VELP SCIENTIFICA SRL,NUEVA,2.0,1.0,NUMERO DE UNIDADES,0.0,150.24,7.08,0.36,157.68,VELP SCIENTIFICA S.R.L,AVIANCA - ECUADOR S.A.,,0.0,01777857-SIATIADUANAS S.A.,HCCJW,CEC20232K000398,S04074939,,0.78,AFORO-AFORO AUTOMATICO,TERESA DA CEPEDA Y REPUBLICA 34-377 Y CORUNA,20230808.0,20230808.0,20230809.0,20230809.0,1120232907,F202A0176,AGITADOR VORTEX MIXER ZX3,VELP SCIENTIFICA SRL,2023.0,F202A0176,150.24,20230809.0,20230809.0,EXW,SIATILOGISTICS S.A.,,0.0,CEC20232K00039800010001,,ITALY,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",ITALY,20230810.0,,0.0
2023-08-10,IMPORTACION A CONSUMO,028-2023-10-01271781,10000799.0,22.0,1721290000000.0,CELLERI BONILLA ISABELLA,,CHINA,QINGDAO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,AIREADOR SOLAR PARA USO ACUICOLA,SIN MARCA,NUEVA,246.0,4.0,NUMERO DE UNIDADES,0.0,780.26,32.85,8.14,821.24,SHANDONG PHARMACEUTICAL GLASS CO LTD,MAERSK DEL ECUADOR C.A.,,1.0,01902756-MARQUEZ DE LA PLATA ENRIQUEZ JACQUELINE PATRICIA,MAERSK EDIRNE,CEC2023MAEU0317,228810046,05909025-CONTECON GUAYAQUIL S.A.,1.47,AFORO-AFORO FISICO INTRUSIVO,KM 10 VIA A LA COSTA - CIUDADELA PUERTO AZUL MZ B7 VILLA 20B GUAYAQUIL 090306 ECUADOR,20230703.0,20230801.0,20230810.0,20230810.0,E052141P20221206,FISH FARMING SOLAR AERATOR AERATION EQUIPMENT,FISH FARMING SOLAR AERATOR AERATION EQUIPMENT,SIN MARCA,2023.0,"SFB15/4, 5-48/370",195.06,20230810.0,20230901.0,FOB,ZZ OTROS LIBERADORES DIRECTOS,,0.0,CEC2023MAEU03170358,,CHINA,,CHINA,,,0.0
2023-08-10,IMPORTACION A CONSUMO,028-2023-10-01271781,10000799.0,23.0,1721290000000.0,CELLERI BONILLA ISABELLA,,CHINA,QINGDAO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,AIREADOR SOLAR PARA USO ACUICOLA,SIN MARCA,NUEVA,246.0,1.0,NUMERO DE UNIDADES,0.0,630.36,26.54,6.58,663.48,SHANDONG PHARMACEUTICAL GLASS CO LTD,MAERSK DEL ECUADOR C.A.,,1.0,01902756-MARQUEZ DE LA PLATA ENRIQUEZ JACQUELINE PATRICIA,MAERSK EDIRNE,CEC2023MAEU0317,228810046,05909025-CONTECON GUAYAQUIL S.A.,0.37,AFORO-AFORO FISICO INTRUSIVO,KM 10 VIA A LA COSTA - CIUDADELA PUERTO AZUL MZ B7 VILLA 20B GUAYAQUIL 090306 ECUADOR,20230703.0,20230801.0,20230810.0,20230810.0,E052141P20221206,FISH FARMING SOLAR PADDLE WHEEL AERATOR SSC2-48-750,FISH FARMING SOLAR PADDLE WHEEL AERATOR SSC2-48-750,SIN MARCA,2023.0,SSC2-48/750,630.36,20230810.0,20230901.0,FOB,ZZ OTROS LIBERADORES DIRECTOS,,0.0,CEC2023MAEU03170358,,CHINA,,CHINA,,,0.0
2023-08-12,IMPORTACION A CONSUMO,028-2023-10-01286657,1000833.0,1.0,992717769001.0,IMPORTADORA ECUASINO S.A.,,CHINA,SHEKOU,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,AERADORES,S/MARCA,NUEVA,4489.0,310.0,NUMERO DE UNIDADES,0.0,211420.0,0.0,200.66,211620.66,HUBEI PROVINCIAL JIAXIN MACHINERY IMPORT AND EXPORT CO LT,AGENCIA MARITIMA GLOBAL MARGLOBAL SA,,5.0,01904810-VERA SERRANO JORGE LUIS,WAN HAI 322,CEC2023WHLU5634,025D628890,05907400-INARPI S.A.,71017.0,AFORO-AFORO AUTOMATICO,AVENIDA RODRIGO CHAVEZ 274 Y AVENIDA TANCA MARENGO,20230707.0,20230810.0,20230812.0,,FD23H917,RUEDAS DE PALETAS,AERADORES,S/MARCA,0.0,S/MODELO,682.0,20230812.0,20230812.0,CFR,ZZ OTROS LIBERADORES DIRECTOS,,0.0,CEC2023WHLU56340019,,CHINA,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CHINA,20230813.0,,11540.0
2023-08-14,IMPORTACION A CONSUMO,028-2023-10-01293501,3944.0,1.0,992597143001.0,COSUMISA S.A.,,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,8 IMPELLER AERATOR MOTOR FLOAT,SIN MARCA,NUEVA,1974.0,105.0,NUMERO DE UNIDADES,0.0,18177.94,417.02,46.49,18641.45,ZHEJIANG FORDY IMP EXP CO LTD,MAERSK DEL ECUADOR C.A.,,0.0,01902288-ILLINGWORTH GARCIA CRISTOBAL LUIS,MAERSK ELBA,CEC2023MAEU0323,SWOSZX23061404,05909025-CONTECON GUAYAQUIL S.A.,2230.2,AFORO-AFORO AUTOMATICO,CAMILO DESTRUGE 2410 Y ABEL CASTILLO GUAYAQUIL,20230706.0,20230808.0,20230814.0,20230814.0,LC230314A-1 LC230314B-1,8 IMPELLER AERATOR MOTOR FLOAT,8 IMPELLER AERATOR MOTOR FLOAT,SIN MARCA,0.0,SIN MODELO,173.12,20230814.0,20230814.0,FOB,GLOVAL-SHIPPING ECUADOR CIA.LTDA,,0.0,CEC2023MAEU032301860001,,CHINA,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CHINA,20230815.0,,0.0
2023-08-14,IMPORTACION A CONSUMO,028-2023-10-01296349,1582.0,2.0,1900260000000.0,CALVA SARANGO BEATRIZ DEL CARMEN,,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,MAQUINA MEZCLADORA PARA PLASTICO ( MATERIAS PRIMAS ),SIN MARCA,NUEVA,24.0,2.0,NUMERO DE UNIDADES,0.0,2000.0,571.76,20.0,2591.75,"NINGBO WEIEN INTERNATIONAL TRADING CO.,LTD",MAERSK DEL ECUADOR C.A.,,0.0,01900010-CESAR CHAVEZ BARRIGA & ASOCIADOS CIA. LTDA.,MAERSK ELBA,CEC2023MAEU0323,SWOSZX23060933,05909025-CONTECON GUAYAQUIL S.A.,3440.0,AFORO-AFORO FISICO INTRUSIVO,PANAMERICANA SUR KM 2 SAN FRANCISCO,20230706.0,20230808.0,20230814.0,20230814.0,WE23001-TT0627,MIXER MACHINE,MAQUINA MEZCLADORA PARA PLASTICO ( MATERIAS PRIMAS ),SIN MARCA,2023.0,SIN MODELO,1000.0,20230814.0,20230817.0,FOB,FULTER LOGISTICS ECUADOR S.A.,,0.0,CEC2023MAEU032302010001,,CHINA,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CHINA,20230818.0,,0.0
2023-08-14,IMPORTACION A CONSUMO,028-2023-10-01294133,1019105.0,1.0,991347704001.0,DOLCA S.A.,,UNITED STATES,NEW YORK,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,AIREADOR AQUA-UNIT FLOAT DE 3HP TRIFÁSICO 230/460V 60HZ 1.5 SF,NEWTERRA,NUEVA,65.0,204.0,NUMERO DE UNIDADES,0.0,216450.0,10080.0,249.18,226779.19,NEWTERRA CORPORATION INC,CMA-CGM ECUADOR S.A.,,0.0,01905355-WCA WLADIMIR COKA ASOCIADOS S.A.,CMA CGM PUERTO ANTIOQUIA,CEC2023CMAU0175,SDB76S021166,05907400-INARPI S.A.,10616.34,AFORO-AFORO DOCUMENTAL,GUAYAS GUAYAQUIL TARQUI SN EDIFICIO SOTAVENTO ETAPA 1 A,20230727.0,20230810.0,20230814.0,20230815.0,CH-020004,AQUA UNI-FLT 3HP 230/460V 60HZ 3PH 1.15 SF,AIREADOR AQUA-UNIT FLOAT DE 3HP TRIFÁSICO 230/460V 60HZ 1.5 SF,NEWTERRA,2023.0,5101380,1061.03,20230814.0,20230829.0,EXW,FARLETZA S.A.,,0.0,CEC2023CMAU017500510002,,UNITED STATES,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",UNITED STATES,20230830.0,,0.0
2023-08-14,IMPORTACION A CONSUMO,028-2023-10-01293575,1283.0,5.0,993064998001.0,CONSULTCOMMERCE S.A.,,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,"AERATOR, 16 IMPELLER AERATOR",SM,NUEVA,91.0,2.0,NUMERO DE UNIDADES,0.0,1400.0,68.27,14.0,1482.27,CLEAR WATERS LIMITED,MAERSK DEL ECUADOR C.A.,,0.0,01900686-BEJAR PERASSO JAVIER ENRIQUE,MAERSK ELBA,CEC2023MAEU0323,EURFLB2361432GYE,05909025-CONTECON GUAYAQUIL S.A.,0.9,AFORO-AFORO FISICO INTRUSIVO,RODRIGO CHAVEZ PARQUE EMPRESARIAL COLON MZ 274 SL 6,20230706.0,20230808.0,20230814.0,20230814.0,20230620,PROPIAS DEL MISMO,"AERATOR, 16 IMPELLER AERATOR",SM,2023.0,SM,700.0,20230814.0,20230817.0,FOB,MARITIME SERVICES LINE DEL ECUADOR MSL DEL ECUADOR S.A.,,0.0,CEC2023MAEU032305760002,,CHINA,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CHINA,20230822.0,,0.0
2023-08-14,IMPORTACION A CONSUMO,028-2023-10-01298714,1000663.0,1.0,1712760000000.0,VALENCIA BAÑO WASHINGTON ENRIQUE,,CHINA,SHEKOU,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,MAQUINA MEZCLADORA DE POLVOS,STRONG,NUEVA,3.0,1.0,NUMERO DE UNIDADES,0.0,705.0,28.2,7.05,740.25,DONGGUAN STRONG MACHINERY CO LTD,AGENCIA MARITIMA GLOBAL MARGLOBAL SA,,0.0,01777796-MONTALVO PAZMIÑO GABRIELA CRISTINA,WAN HAI 360,CEC2023WHLU5632,YY230070618,05907400-INARPI S.A.,67.68,AFORO-AFORO FISICO INTRUSIVO,EC PICHINCHA QUITO ALONSO DE OJEDA N58-47 Y VICENTE ANDA AGUIRREEC,20230630.0,20230806.0,20230814.0,20230815.0,ZY-202306061738,MAQUINAS,MAQUINA MEZCLADORA DE POLVOS,STRONG,2023.0,VH-8,705.0,20230814.0,20230822.0,FOB,MARITIME SERVICES LINE DEL ECUADOR MSL DEL ECUADOR S.A.,,0.0,CEC2023WHLU563200220001,,CHINA,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CHINA,20230823.0,,0.0
2023-08-14,IMPORTACION A CONSUMO,028-2023-10-01297900,2947.0,1.0,992758791001.0,KARASTE S.A.,,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,AEREADORES COMPLETO,DIVA,NUEVA,5224.0,180.0,NUMERO DE UNIDADES,0.0,198540.0,278.63,0.0,198540.0,CHA TAIZHOU JINHU MECHANICAL & ELECTRICAL CO LTD,BROOM-ECUADOR S.A.,,4.0,01777779-JIMENEZ QUIROZ BORIS LENIN,WAN HAI 622,CEC2023WHLU5636,NGPN30395100,05907400-INARPI S.A.,38194.94,AFORO-AFORO AUTOMATICO,AVENIDA LAS MONJAS 302 Y CALLE TERCERA,20230708.0,20230813.0,20230814.0,20230814.0,JH230524CA76-GB,ACUICOLA (INDUSTRIA CAMARONERA),PRODUCTO,DIVA,2023.0,DIVA ECO D15,1103.0,20230814.0,20230814.0,CIF,ZZ OTROS LIBERADORES DIRECTOS,,0.0,CEC2023WHLU56362028,,CHINA,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CHINA,20230816.0,,10746.77
2023-08-14,IMPORTACION A CONSUMO,028-2023-10-01296164,2797.0,78.0,1792650000000.0,CHINA RAILWAY 19 BUREAU GROUP CORPORATION,,CHINA,SHANGHAI,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,MEZCLADOR DE GAS Y PETROLEO YHQ1-6,SIN MARCA,NUEVA,10.0,1.0,NUMERO DE UNIDADES,0.0,145.27,0.08,1.48,146.75,YICHANG AOWEI IMPORT AND,BROOM-ECUADOR S.A.,,1.0,01900007-ROCALVI S.A.,WAN HAI 622,CEC2023WHLU5636,SHTM30107500,05907400-INARPI S.A.,2.0,AFORO-AFORO AUTOMATICO,"ECUADOR BRANCH EDIFICIO TWIN TOWERS, AV REPUBLICA DE EI SALVADOR N34-349",20230710.0,20230813.0,20230814.0,20230814.0,YCAW202307,PARA LA INDUSTRIA MINERA,MEZCLADOR DE GAS Y PETROLEO YHQ1-6,SIN MARCA,2023.0,YZ01D 2100-4,145.27,20230814.0,20230814.0,CIF,ZZ OTROS LIBERADORES DIRECTOS,,0.0,CEC2023WHLU56362051,,CHINA,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CHINA,20230815.0,,94.76
2023-08-14,IMPORTACION A CONSUMO,028-2023-10-01296164,2797.0,79.0,1792650000000.0,CHINA RAILWAY 19 BUREAU GROUP CORPORATION,,CHINA,SHANGHAI,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,MEZCLADOR DE GAS Y PETROLEO YHQ1-4,SIN MARCA,NUEVA,10.0,1.0,NUMERO DE UNIDADES,0.0,145.27,0.08,1.48,146.75,YICHANG AOWEI IMPORT AND,BROOM-ECUADOR S.A.,,1.0,01900007-ROCALVI S.A.,WAN HAI 622,CEC2023WHLU5636,SHTM30107500,05907400-INARPI S.A.,2.0,AFORO-AFORO AUTOMATICO,"ECUADOR BRANCH EDIFICIO TWIN TOWERS, AV REPUBLICA DE EI SALVADOR N34-349",20230710.0,20230813.0,20230814.0,20230814.0,YCAW202307,PARA LA INDUSTRIA MINERA,MEZCLADOR DE GAS Y PETROLEO YHQ1-4,SIN MARCA,2023.0,YZ01D 2100-8,145.27,20230814.0,20230814.0,CIF,ZZ OTROS LIBERADORES DIRECTOS,,0.0,CEC2023WHLU56362051,,CHINA,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CHINA,20230815.0,,94.76
2023-08-15,IMPORTACION A CONSUMO,028-2023-10-01303711,1000874.0,1.0,992763086001.0,MULTIHONOR S.A.,,CHINA,SHANGHAI,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,PULVERIZADOR,BEAKELAND,NUEVA,6.0,1.0,NUMERO DE UNIDADES,0.0,5000.0,64.25,50.0,5114.25,SUZHOU BEAKELAND MACHINERY CO LTD,MAERSK DEL ECUADOR C.A.,,0.0,01904810-VERA SERRANO JORGE LUIS,MAERSK ELBA,CEC2023MAEU0323,AMIGL230272100A,05909025-CONTECON GUAYAQUIL S.A.,1100.0,AFORO-AFORO FISICO INTRUSIVO,GUAYAS GUAYAQUIL URDANETA AV NOVENA 701 Y CALLE SEXTA CALLE SEPTIMA,20230705.0,20230808.0,20230815.0,20230816.0,DS-2721010-3-I-1,PULVERIZADOR,PARA INDUSTRIA PLASTICA,BEAKELAND,2023.0,MF800,5000.0,20230815.0,20230817.0,FOB,ROLA INTERNACIONAL S.A.,,0.0,CEC2023MAEU032305660007,,CHINA,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CHINA,20230822.0,,0.0
